['1+54'],0.0,368245.533,264574.667,0.0,212389.842,0.0,187470.778,255712.363,143633.007,145305.408,214802.037,247789.385,186881.107,0.0,0.0,277170.526,207536.934,0.0,291825.1,253690.523,0.0,0.0,307544.494,237911.669,247337.183,275208.817,0.0,195402.841,279549.351,157406.079,102640.288,0.0,167442.812,0.0,0.0,0.0,0.0,155330.287,194241.68,0.0,196801.123,148870.771,0.0,389624.887,0.0,0.0,0.0,276023.277,167223.532,291708.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142325.568,195207.482,120498.51,153629.043,148816.016,0.0,0.0,0.0,0.0,0.0,181867.412,170230.62,0.0
['1+54'],0.0,368245.533,264574.667,0.0,212389.842,0.0,187470.778,255712.363,143633.007,145305.408,214802.037,247789.385,186881.107,0.0,0.0,277170.526,207536.934,0.0,291825.1,253690.523,0.0,0.0,307544.494,237911.669,247337.183,275208.817,0.0,195402.841,279549.351,157406.079,102640.288,0.0,167442.812,0.0,0.0,0.0,0.0,155330.287,194241.68,0.0,196801.123,148870.771,0.0,389624.887,0.0,0.0,0.0,276023.277,167223.532,291708.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142325.568,195207.482,120498.51,153629.043,148816.016,0.0,0.0,0.0,0.0,0.0,181867.412,170230.62,0.0
['1+54'],0.0,368245.533,264574.667,0.0,212389.842,0.0,187470.778,255712.363,143633.007,145305.408,214802.037,247789.385,186881.107,0.0,0.0,277170.526,207536.934,0.0,291825.1,253690.523,0.0,0.0,307544.494,237911.669,247337.183,275208.817,0.0,195402.841,279549.351,157406.079,102640.288,0.0,167442.812,0.0,0.0,0.0,0.0,155330.287,194241.68,0.0,196801.123,148870.771,0.0,389624.887,0.0,0.0,0.0,276023.277,167223.532,291708.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142325.568,195207.482,120498.51,153629.043,148816.016,0.0,0.0,0.0,0.0,0.0,181867.412,170230.62,0.0
['1+54'],0.0,368245.533,264574.667,0.0,212389.842,0.0,187470.778,255712.363,143633.007,145305.408,214802.037,247789.385,186881.107,0.0,0.0,277170.526,207536.934,0.0,291825.1,253690.523,0.0,0.0,307544.494,237911.669,247337.183,275208.817,0.0,195402.841,279549.351,157406.079,102640.288,0.0,167442.812,0.0,0.0,0.0,0.0,155330.287,194241.68,0.0,196801.123,148870.771,0.0,389624.887,0.0,0.0,0.0,276023.277,167223.532,291708.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142325.568,195207.482,120498.51,153629.043,148816.016,0.0,0.0,0.0,0.0,0.0,181867.412,170230.62,0.0
['1+63'],97862.791,78556.357,51712.363,129903.761,76904.284,123876.073,81038.258,73512.241,0.0,0.0,0.0,55435.709,0.0,58128.95,0.0,0.0,46158.651,68091.178,49209.379,0.0,105742.868,122679.959,84798.985,85822.963,46681.069,55595.528,0.0,87446.997,0.0,0.0,90896.415,199862.738,45440.25,32996.78,132272.741,116206.352,91487.675,95659.378,109395.465,86042.845,69514.784,0.0,95222.42,157552.593,274476.645,117022.473,392111.487,0.0,0.0,54999.713,190418.481,0.0,532543.082,198052.55,0.0,0.0,0.0,189939.089,132401.528,227934.202,49563.82,164666.591,509168.442,273057.717,207740.345,0.0,68187.307,106282.209,69858.852,614248.4
['1+63'],97862.791,78556.357,51712.363,129903.761,76904.284,123876.073,81038.258,73512.241,0.0,0.0,0.0,55435.709,0.0,58128.95,0.0,0.0,46158.651,68091.178,49209.379,0.0,105742.868,122679.959,84798.985,85822.963,46681.069,55595.528,0.0,87446.997,0.0,0.0,90896.415,199862.738,45440.25,32996.78,132272.741,116206.352,91487.675,95659.378,109395.465,86042.845,69514.784,0.0,95222.42,157552.593,274476.645,117022.473,392111.487,0.0,0.0,54999.713,190418.481,0.0,532543.082,198052.55,0.0,0.0,0.0,189939.089,132401.528,227934.202,49563.82,164666.591,509168.442,273057.717,207740.345,0.0,68187.307,106282.209,69858.852,614248.4
['1+63'],97862.791,78556.357,51712.363,129903.761,76904.284,123876.073,81038.258,73512.241,0.0,0.0,0.0,55435.709,0.0,58128.95,0.0,0.0,46158.651,68091.178,49209.379,0.0,105742.868,122679.959,84798.985,85822.963,46681.069,55595.528,0.0,87446.997,0.0,0.0,90896.415,199862.738,45440.25,32996.78,132272.741,116206.352,91487.675,95659.378,109395.465,86042.845,69514.784,0.0,95222.42,157552.593,274476.645,117022.473,392111.487,0.0,0.0,54999.713,190418.481,0.0,532543.082,198052.55,0.0,0.0,0.0,189939.089,132401.528,227934.202,49563.82,164666.591,509168.442,273057.717,207740.345,0.0,68187.307,106282.209,69858.852,614248.4
['1+63'],97862.791,78556.357,51712.363,129903.761,76904.284,123876.073,81038.258,73512.241,0.0,0.0,0.0,55435.709,0.0,58128.95,0.0,0.0,46158.651,68091.178,49209.379,0.0,105742.868,122679.959,84798.985,85822.963,46681.069,55595.528,0.0,87446.997,0.0,0.0,90896.415,199862.738,45440.25,32996.78,132272.741,116206.352,91487.675,95659.378,109395.465,86042.845,69514.784,0.0,95222.42,157552.593,274476.645,117022.473,392111.487,0.0,0.0,54999.713,190418.481,0.0,532543.082,198052.55,0.0,0.0,0.0,189939.089,132401.528,227934.202,49563.82,164666.591,509168.442,273057.717,207740.345,0.0,68187.307,106282.209,69858.852,614248.4
['1+82'],0.0,22029.19,13440.959,0.0,0.0,0.0,0.0,10420.495,0.0,0.0,9254.915,11893.183,0.0,0.0,0.0,0.0,14114.54,0.0,21177.365,0.0,0.0,0.0,20047.935,16228.845,0.0,7187.179,0.0,0.0,36179.296,0.0,0.0,0.0,4815.039,0.0,0.0,0.0,0.0,20906.133,0.0,0.0,20756.293,0.0,0.0,0.0,0.0,0.0,0.0,46383.765,14923.496,25372.224,0.0,0.0,0.0,0.0,0.0,16211.703,0.0,43058.326,32479.7,0.0,0.0,31636.419,0.0,0.0,0.0,0.0,26027.499,15973.322,34107.097,0.0
['1+82'],0.0,22029.19,13440.959,0.0,0.0,0.0,0.0,10420.495,0.0,0.0,9254.915,11893.183,0.0,0.0,0.0,0.0,14114.54,0.0,21177.365,0.0,0.0,0.0,20047.935,16228.845,0.0,7187.179,0.0,0.0,36179.296,0.0,0.0,0.0,4815.039,0.0,0.0,0.0,0.0,20906.133,0.0,0.0,20756.293,0.0,0.0,0.0,0.0,0.0,0.0,46383.765,14923.496,25372.224,0.0,0.0,0.0,0.0,0.0,16211.703,0.0,43058.326,32479.7,0.0,0.0,31636.419,0.0,0.0,0.0,0.0,26027.499,15973.322,34107.097,0.0
['1+82'],0.0,22029.19,13440.959,0.0,0.0,0.0,0.0,10420.495,0.0,0.0,9254.915,11893.183,0.0,0.0,0.0,0.0,14114.54,0.0,21177.365,0.0,0.0,0.0,20047.935,16228.845,0.0,7187.179,0.0,0.0,36179.296,0.0,0.0,0.0,4815.039,0.0,0.0,0.0,0.0,20906.133,0.0,0.0,20756.293,0.0,0.0,0.0,0.0,0.0,0.0,46383.765,14923.496,25372.224,0.0,0.0,0.0,0.0,0.0,16211.703,0.0,43058.326,32479.7,0.0,0.0,31636.419,0.0,0.0,0.0,0.0,26027.499,15973.322,34107.097,0.0
['1+82'],0.0,22029.19,13440.959,0.0,0.0,0.0,0.0,10420.495,0.0,0.0,9254.915,11893.183,0.0,0.0,0.0,0.0,14114.54,0.0,21177.365,0.0,0.0,0.0,20047.935,16228.845,0.0,7187.179,0.0,0.0,36179.296,0.0,0.0,0.0,4815.039,0.0,0.0,0.0,0.0,20906.133,0.0,0.0,20756.293,0.0,0.0,0.0,0.0,0.0,0.0,46383.765,14923.496,25372.224,0.0,0.0,0.0,0.0,0.0,16211.703,0.0,43058.326,32479.7,0.0,0.0,31636.419,0.0,0.0,0.0,0.0,26027.499,15973.322,34107.097,0.0
['1+89'],0.0,18998.148,15675.346,0.0,15004.235,0.0,13683.491,25818.16,14297.376,24593.27,23105.226,29764.582,21014.813,0.0,0.0,11828.367,26137.836,0.0,33183.135,21803.056,0.0,0.0,9510.64,18912.53,11083.239,31241.596,0.0,14590.9,27757.194,8367.85,6895.297,0.0,9089.155,0.0,0.0,0.0,0.0,13363.665,12554.543,0.0,18267.392,16717.542,0.0,11574.566,0.0,0.0,0.0,31116.689,14558.688,31257.173,0.0,0.0,0.0,0.0,0.0,28164.096,0.0,8119.588,7035.589,8071.867,6283.968,7531.017,0.0,0.0,0.0,7548.227,10274.979,12956.085,5344.613,0.0
['1+89'],0.0,18998.148,15675.346,0.0,15004.235,0.0,13683.491,25818.16,14297.376,24593.27,23105.226,29764.582,21014.813,0.0,0.0,11828.367,26137.836,0.0,33183.135,21803.056,0.0,0.0,9510.64,18912.53,11083.239,31241.596,0.0,14590.9,27757.194,8367.85,6895.297,0.0,9089.155,0.0,0.0,0.0,0.0,13363.665,12554.543,0.0,18267.392,16717.542,0.0,11574.566,0.0,0.0,0.0,31116.689,14558.688,31257.173,0.0,0.0,0.0,0.0,0.0,28164.096,0.0,8119.588,7035.589,8071.867,6283.968,7531.017,0.0,0.0,0.0,7548.227,10274.979,12956.085,5344.613,0.0
['1+89'],0.0,18998.148,15675.346,0.0,15004.235,0.0,13683.491,25818.16,14297.376,24593.27,23105.226,29764.582,21014.813,0.0,0.0,11828.367,26137.836,0.0,33183.135,21803.056,0.0,0.0,9510.64,18912.53,11083.239,31241.596,0.0,14590.9,27757.194,8367.85,6895.297,0.0,9089.155,0.0,0.0,0.0,0.0,13363.665,12554.543,0.0,18267.392,16717.542,0.0,11574.566,0.0,0.0,0.0,31116.689,14558.688,31257.173,0.0,0.0,0.0,0.0,0.0,28164.096,0.0,8119.588,7035.589,8071.867,6283.968,7531.017,0.0,0.0,0.0,7548.227,10274.979,12956.085,5344.613,0.0
['1+89'],0.0,18998.148,15675.346,0.0,15004.235,0.0,13683.491,25818.16,14297.376,24593.27,23105.226,29764.582,21014.813,0.0,0.0,11828.367,26137.836,0.0,33183.135,21803.056,0.0,0.0,9510.64,18912.53,11083.239,31241.596,0.0,14590.9,27757.194,8367.85,6895.297,0.0,9089.155,0.0,0.0,0.0,0.0,13363.665,12554.543,0.0,18267.392,16717.542,0.0,11574.566,0.0,0.0,0.0,31116.689,14558.688,31257.173,0.0,0.0,0.0,0.0,0.0,28164.096,0.0,8119.588,7035.589,8071.867,6283.968,7531.017,0.0,0.0,0.0,7548.227,10274.979,12956.085,5344.613,0.0
['1+108'],13313.991,15828.492,17211.42,4793.918,13851.239,12768.386,12899.826,11931.53,11182.108,16132.857,16476.526,17357.228,20479.732,5764.616,51444.828,12947.845,8081.167,8086.101,16939.924,14276.495,5926.088,7053.076,14542.633,10959.952,15350.278,17792.83,0.0,16944.238,18219.167,12969.547,11257.846,4075.376,11168.12,2521.387,6112.448,2245.851,5671.136,17676.693,16465.663,5802.656,19377.406,18432.277,5293.307,15716.792,11218.41,12342.989,5738.806,25929.686,29027.043,26282.375,6393.358,0.0,9590.886,10631.351,30058.078,27614.279,18597.813,11070.107,13825.943,15671.3,12102.992,14220.173,4519.703,5334.002,3396.801,14181.757,11198.137,11843.6,16214.917,11127.741
['1+108'],13313.991,15828.492,17211.42,4793.918,13851.239,12768.386,12899.826,11931.53,11182.108,16132.857,16476.526,17357.228,20479.732,5764.616,51444.828,12947.845,8081.167,8086.101,16939.924,14276.495,5926.088,7053.076,14542.633,10959.952,15350.278,17792.83,0.0,16944.238,18219.167,12969.547,11257.846,4075.376,11168.12,2521.387,6112.448,2245.851,5671.136,17676.693,16465.663,5802.656,19377.406,18432.277,5293.307,15716.792,11218.41,12342.989,5738.806,25929.686,29027.043,26282.375,6393.358,0.0,9590.886,10631.351,30058.078,27614.279,18597.813,11070.107,13825.943,15671.3,12102.992,14220.173,4519.703,5334.002,3396.801,14181.757,11198.137,11843.6,16214.917,11127.741
['1+108'],13313.991,15828.492,17211.42,4793.918,13851.239,12768.386,12899.826,11931.53,11182.108,16132.857,16476.526,17357.228,20479.732,5764.616,51444.828,12947.845,8081.167,8086.101,16939.924,14276.495,5926.088,7053.076,14542.633,10959.952,15350.278,17792.83,0.0,16944.238,18219.167,12969.547,11257.846,4075.376,11168.12,2521.387,6112.448,2245.851,5671.136,17676.693,16465.663,5802.656,19377.406,18432.277,5293.307,15716.792,11218.41,12342.989,5738.806,25929.686,29027.043,26282.375,6393.358,0.0,9590.886,10631.351,30058.078,27614.279,18597.813,11070.107,13825.943,15671.3,12102.992,14220.173,4519.703,5334.002,3396.801,14181.757,11198.137,11843.6,16214.917,11127.741
['1+108'],13313.991,15828.492,17211.42,4793.918,13851.239,12768.386,12899.826,11931.53,11182.108,16132.857,16476.526,17357.228,20479.732,5764.616,51444.828,12947.845,8081.167,8086.101,16939.924,14276.495,5926.088,7053.076,14542.633,10959.952,15350.278,17792.83,0.0,16944.238,18219.167,12969.547,11257.846,4075.376,11168.12,2521.387,6112.448,2245.851,5671.136,17676.693,16465.663,5802.656,19377.406,18432.277,5293.307,15716.792,11218.41,12342.989,5738.806,25929.686,29027.043,26282.375,6393.358,0.0,9590.886,10631.351,30058.078,27614.279,18597.813,11070.107,13825.943,15671.3,12102.992,14220.173,4519.703,5334.002,3396.801,14181.757,11198.137,11843.6,16214.917,11127.741
['1+117'],35823.915,16229.093,0.0,40737.829,17701.669,41850.764,21190.121,17803.839,30230.921,31320.7,24257.029,0.0,34620.708,72574.439,0.0,0.0,20533.173,57106.283,21064.003,17688.804,87877.809,88805.744,32405.045,26750.146,35281.767,33697.072,0.0,27743.086,39548.881,0.0,13409.926,59123.661,0.0,63615.145,0.0,31565.26,86713.628,0.0,20540.477,62410.729,0.0,21043.031,36476.441,32914.726,82528.939,79032.256,109713.447,23586.73,34102.979,37404.857,113477.75,0.0,102250.151,120432.899,61494.194,0.0,0.0,13901.048,17030.869,16443.418,17905.131,22090.553,46463.345,36605.755,33009.815,24128.589,23456.417,23881.638,31302.866,63602.052
['1+117'],35823.915,16229.093,0.0,40737.829,17701.669,41850.764,21190.121,17803.839,30230.921,31320.7,24257.029,0.0,34620.708,72574.439,0.0,0.0,20533.173,57106.283,21064.003,17688.804,87877.809,88805.744,32405.045,26750.146,35281.767,33697.072,0.0,27743.086,39548.881,0.0,13409.926,59123.661,0.0,63615.145,0.0,31565.26,86713.628,0.0,20540.477,62410.729,0.0,21043.031,36476.441,32914.726,82528.939,79032.256,109713.447,23586.73,34102.979,37404.857,113477.75,0.0,102250.151,120432.899,61494.194,0.0,0.0,13901.048,17030.869,16443.418,17905.131,22090.553,46463.345,36605.755,33009.815,24128.589,23456.417,23881.638,31302.866,63602.052
['1+117'],35823.915,16229.093,0.0,40737.829,17701.669,41850.764,21190.121,17803.839,30230.921,31320.7,24257.029,0.0,34620.708,72574.439,0.0,0.0,20533.173,57106.283,21064.003,17688.804,87877.809,88805.744,32405.045,26750.146,35281.767,33697.072,0.0,27743.086,39548.881,0.0,13409.926,59123.661,0.0,63615.145,0.0,31565.26,86713.628,0.0,20540.477,62410.729,0.0,21043.031,36476.441,32914.726,82528.939,79032.256,109713.447,23586.73,34102.979,37404.857,113477.75,0.0,102250.151,120432.899,61494.194,0.0,0.0,13901.048,17030.869,16443.418,17905.131,22090.553,46463.345,36605.755,33009.815,24128.589,23456.417,23881.638,31302.866,63602.052
['1+117'],35823.915,16229.093,0.0,40737.829,17701.669,41850.764,21190.121,17803.839,30230.921,31320.7,24257.029,0.0,34620.708,72574.439,0.0,0.0,20533.173,57106.283,21064.003,17688.804,87877.809,88805.744,32405.045,26750.146,35281.767,33697.072,0.0,27743.086,39548.881,0.0,13409.926,59123.661,0.0,63615.145,0.0,31565.26,86713.628,0.0,20540.477,62410.729,0.0,21043.031,36476.441,32914.726,82528.939,79032.256,109713.447,23586.73,34102.979,37404.857,113477.75,0.0,102250.151,120432.899,61494.194,0.0,0.0,13901.048,17030.869,16443.418,17905.131,22090.553,46463.345,36605.755,33009.815,24128.589,23456.417,23881.638,31302.866,63602.052
['1+131'],0.0,1858535.12,1267481.77,155882.002,185460.01,178496.225,167201.574,1004949.05,214359.31,203072.316,1068998.47,1101454.2,213880.184,173576.241,48995.402,119038.975,1029024.56,42922.768,2242189.45,98148.342,32789.459,45502.174,1546656.5,932219.548,99638.377,731264.695,0.0,0.0,1911934.9,57297.412,61096.819,0.0,0.0,0.0,15312.965,7639.674,0.0,1365552.81,78713.948,0.0,1346769.58,59595.756,12647.372,116857.396,29368.043,77245.7,56112.641,2453680.98,1243780.75,1737275.16,41128.725,1482224.05,9192.998,20932.926,0.0,1433257.68,0.0,1692920.5,1489519.01,47573.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20434.893
['1+131'],0.0,1858535.12,1267481.77,155882.002,185460.01,178496.225,167201.574,1004949.05,214359.31,203072.316,1068998.47,1101454.2,213880.184,173576.241,48995.402,119038.975,1029024.56,42922.768,2242189.45,98148.342,32789.459,45502.174,1546656.5,932219.548,99638.377,731264.695,0.0,0.0,1911934.9,57297.412,61096.819,0.0,0.0,0.0,15312.965,7639.674,0.0,1365552.81,78713.948,0.0,1346769.58,59595.756,12647.372,116857.396,29368.043,77245.7,56112.641,2453680.98,1243780.75,1737275.16,41128.725,1482224.05,9192.998,20932.926,0.0,1433257.68,0.0,1692920.5,1489519.01,47573.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20434.893
['1+131'],0.0,1858535.12,1267481.77,155882.002,185460.01,178496.225,167201.574,1004949.05,214359.31,203072.316,1068998.47,1101454.2,213880.184,173576.241,48995.402,119038.975,1029024.56,42922.768,2242189.45,98148.342,32789.459,45502.174,1546656.5,932219.548,99638.377,731264.695,0.0,0.0,1911934.9,57297.412,61096.819,0.0,0.0,0.0,15312.965,7639.674,0.0,1365552.81,78713.948,0.0,1346769.58,59595.756,12647.372,116857.396,29368.043,77245.7,56112.641,2453680.98,1243780.75,1737275.16,41128.725,1482224.05,9192.998,20932.926,0.0,1433257.68,0.0,1692920.5,1489519.01,47573.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20434.893
['1+131'],0.0,1858535.12,1267481.77,155882.002,185460.01,178496.225,167201.574,1004949.05,214359.31,203072.316,1068998.47,1101454.2,213880.184,173576.241,48995.402,119038.975,1029024.56,42922.768,2242189.45,98148.342,32789.459,45502.174,1546656.5,932219.548,99638.377,731264.695,0.0,0.0,1911934.9,57297.412,61096.819,0.0,0.0,0.0,15312.965,7639.674,0.0,1365552.81,78713.948,0.0,1346769.58,59595.756,12647.372,116857.396,29368.043,77245.7,56112.641,2453680.98,1243780.75,1737275.16,41128.725,1482224.05,9192.998,20932.926,0.0,1433257.68,0.0,1692920.5,1489519.01,47573.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20434.893
['1+132'],0.0,180545.924,35419.2,179.619,0.0,79.319,32681.484,131415.92,45801.188,134923.661,147016.414,187329.015,0.0,186.148,0.0,82523.425,64711.024,0.0,0.0,17160.095,0.0,0.0,154143.429,145889.496,104625.039,225904.197,0.0,140836.196,35684.706,53678.624,92074.875,0.0,61038.636,0.0,0.0,0.0,0.0,104919.523,90304.809,0.0,94759.613,52050.228,0.0,133077.282,0.0,0.0,0.0,172713.869,167113.921,214398.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128573.636,121404.955,137214.181,123420.695,95062.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['1+132'],0.0,180545.924,35419.2,179.619,0.0,79.319,32681.484,131415.92,45801.188,134923.661,147016.414,187329.015,0.0,186.148,0.0,82523.425,64711.024,0.0,0.0,17160.095,0.0,0.0,154143.429,145889.496,104625.039,225904.197,0.0,140836.196,35684.706,53678.624,92074.875,0.0,61038.636,0.0,0.0,0.0,0.0,104919.523,90304.809,0.0,94759.613,52050.228,0.0,133077.282,0.0,0.0,0.0,172713.869,167113.921,214398.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128573.636,121404.955,137214.181,123420.695,95062.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['1+132'],0.0,180545.924,35419.2,179.619,0.0,79.319,32681.484,131415.92,45801.188,134923.661,147016.414,187329.015,0.0,186.148,0.0,82523.425,64711.024,0.0,0.0,17160.095,0.0,0.0,154143.429,145889.496,104625.039,225904.197,0.0,140836.196,35684.706,53678.624,92074.875,0.0,61038.636,0.0,0.0,0.0,0.0,104919.523,90304.809,0.0,94759.613,52050.228,0.0,133077.282,0.0,0.0,0.0,172713.869,167113.921,214398.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128573.636,121404.955,137214.181,123420.695,95062.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['1+132'],0.0,180545.924,35419.2,179.619,0.0,79.319,32681.484,131415.92,45801.188,134923.661,147016.414,187329.015,0.0,186.148,0.0,82523.425,64711.024,0.0,0.0,17160.095,0.0,0.0,154143.429,145889.496,104625.039,225904.197,0.0,140836.196,35684.706,53678.624,92074.875,0.0,61038.636,0.0,0.0,0.0,0.0,104919.523,90304.809,0.0,94759.613,52050.228,0.0,133077.282,0.0,0.0,0.0,172713.869,167113.921,214398.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128573.636,121404.955,137214.181,123420.695,95062.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
