,men_Pt025_RPLCneg,men_Pt063_RPLCneg,men_Pt008_RPLCneg,men_Pt013_RPLCneg,woman_Pt119_RPLCneg,woman_HCW080_RPLCneg,woman_Pt003_RPLCneg,men_HCW564_RPLCneg,men_HCW059_RPLCneg,men_Pt047_RPLCneg,men_HCW011_RPLCneg,woman_Pt087_RPLCneg,men_Pt116_RPLCneg,men_Pt010_RPLCneg,men_HCW578_RPLCneg,men_HCW574_RPLCneg,woman_Pt058_RPLCneg,woman_Pt164_RPLCneg,men_HCW036_RPLCneg,woman_Pt113_RPLCneg,woman_Pt005_RPLCneg,men_HCW012_RPLCneg,woman_Pt038_RPLCneg,men_Pt060_RPLCneg,woman_Pt044_RPLCneg,woman_HCW099_RPLCneg,woman_Pt022_RPLCneg,men_Pt110_RPLCneg,men_HCW237_RPLCneg
Label,COVID,COVID,COVID,COVID,COVID,HC,COVID,HC,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC
142.0202@31.67,166469.55434,164361.53568,177083.83533,173422.98222,149484.39561,176179.60631,179292.11056,176066.45461,169364.8572,91225.76647,172102.21156,161869.67759,175221.53958,161222.04057,19370.915,180092.2277,170609.14967,13918.33298,169904.16799,45018.48462,180005.62148,21218.25037,183032.10565,166971.56276,65359.60629,164435.03788,156725.89241,180895.56934,28187.04182
268.191@265.38,174704.54283,177032.19913,173812.04256,172458.98718,170457.3748,172577.42333,172105.29527,181590.44841,169782.72779,173256.41329,177854.13427,170727.50629,179404.01656,176561.12351,176113.96265,179389.69368,181485.80631,182649.88672,171135.70706,186503.75215,189362.30023,174876.15484,199012.60672,176547.40955,174278.73962,170455.41556,167025.49126,181140.12951,171265.19846
694.4429@474.66,32550.09463,47475.74745,65940.48296,62392.90478,26568.25932,48104.86553,112336.49949,90078.0364,86471.7413,118302.40757,71626.97833,36209.83825,70870.50179,71193.51787,58805.23432,60230.82574,31943.6731,39967.93686,17866.5437,53995.75526,51999.96531,145750.75835,104256.07051,59832.42358,43918.31016,25297.47311,27299.85767,68514.88332,94105.74282
206.949@653.51,66363.53626,59997.27587,61861.54794,62196.81395,59337.48687,53456.29314,60758.07154,61789.54688,60497.68729,59269.07664,57608.4231,61986.55892,58517.80896,65495.84727,61992.6696,60920.18263,59425.91649,57625.06919,62899.66569,63330.68489,63908.43308,58902.78483,61429.95806,61305.56155,59915.28074,58964.44296,62202.24503,59098.00771,62054.71051
747.0415@499.72,13623.02786,22089.15695,14498.74173,20839.06641,24001.64211,11679.93502,13240.14736,14124.88422,11947.70158,12987.11644,18602.83556,16337.12707,14670.29184,19720.51013,14542.28455,17806.0128,17480.69746,13218.31187,12874.16214,10827.53423,17089.13001,11622.61946,13475.35622,16184.26711,12260.45742,22973.96145,20216.82772,12360.07892,10790.92995
559.4707@513.17,341681.42114,405254.53845,458178.55176,506922.54273,403939.78095,291230.69606,357125.4711,443701.34411,306000.57054,359829.12582,269390.90753,425097.68345,406495.61327,489162.79149,522944.13542,463610.40903,359368.50134,389138.40977,593354.62115,510238.20418,258272.79182,276887.19144,410833.34345,381972.24282,489424.57349,510685.34311,392124.29482,346662.23099,358274.99134
173.9855@96.75,28.41913,45.26192,229.81875,230.81137,0.0,99441.55653,35.46477,70191.54766,17.83951,48.56563,47517.32575,21.9934,217.24958,11714.63907,14062.40942,5213.64579,131.73086,79.6933,1746.68984,40.21861,198.36745,21352.77663,109.06106,0.0,289.404,386.02244,3330.117,104.99475,35.67111
500.2636@488.34,21503.51154,25847.97412,17516.18177,13669.16109,13437.50752,9495.89051,51841.596,10016.73673,17364.88619,1759.77575,45413.91911,7815.93198,12575.82928,15610.46113,9746.15964,17285.96252,24646.94553,18378.02906,68918.07401,16555.36974,11828.02426,2090.36711,31729.33952,18454.11183,9935.0265,7895.21362,13695.41962,15645.67529,3672.26571
581.454@446.63,110007.17364,1154423.91552,100545.05123,99261.782,756617.55521,13398.54376,592544.43792,25946.52684,63064.24978,12978.67894,3735.55892,187462.12692,143316.10318,74041.1193,25700.73703,70770.17387,314777.22349,415130.50131,138683.12119,217495.92701,152935.02418,1834.53504,590317.04355,494043.9053,27828.73643,63848.42768,183312.18119,281444.67034,15071.02263
283.1945@282.33,708045.81232,799193.62645,792132.35082,711124.83867,780984.64613,792817.41729,766066.46401,829946.26824,693037.2235,751982.05802,728971.25577,773562.3716,784670.97594,735241.05246,817427.55064,808035.62553,749530.22174,831088.86861,713402.36344,820091.65321,817298.72391,769061.40237,854358.70931,806264.82272,788020.21424,833765.13894,814952.08518,722166.38108,704143.84023
158.126@263.1,54150.34613,54446.0834,54669.53202,61742.46722,58816.54522,54820.1272,54934.5225,53347.35782,50614.80107,55655.75792,55881.56998,53498.24917,48338.57354,58584.16899,19241.92383,60265.51531,55736.04993,57505.58612,23128.20519,51132.84163,24634.9895,52165.09783,56949.76634,49237.71243,53965.15743,54633.79914,48254.38637,48307.26497,51137.72294
281.4181@488.18,1789261.61517,4655226.30771,3670034.13729,3399007.05012,3965776.7538,1053560.81981,5390552.66415,2072535.7662,2669611.70433,1115411.26358,906221.65443,1761513.10447,3148882.42023,2893115.80291,2058023.92129,3053243.82787,4242573.88369,2515904.82567,3286541.97734,3193108.20681,3854689.68775,618376.09428,4494989.18432,3528868.03883,1218722.81246,2753256.57502,3813517.94306,3972826.88259,1819974.85299
523.7231@153.81,33657.68091,11268.4875,10110.56034,41436.08142,2795.88062,31634.36464,41656.23506,9566.59125,41748.62871,15001.74285,4072.99479,86291.63247,12953.2098,21816.00945,8917.22902,2605.74648,5448.00653,4279.05496,1739.90837,8038.39913,30225.18917,1278.36211,34901.36699,14418.81759,27595.14632,9367.00593,3912.36464,10867.21607,1521.78183
569.478@495.37,59480.60895,18601.28596,57997.41656,5814.28053,10413.293,44341.53039,5221.99467,16349.10349,315929.21988,4386.86108,88046.54837,10589.62068,40531.14194,34212.45841,40734.96142,139104.07204,6701.51484,2066.40374,98139.7105,437.6209,114379.06541,6813.69502,20129.49827,12080.66233,30055.34365,371.43803,85337.43112,60468.31325,3015.65703
525.3372@423.28,3149.85397,5066.23591,7588.21474,4776.49023,12487.1379,13892.9742,8076.20309,16833.42271,12390.28967,850.20504,20903.79122,4850.58051,12977.40044,5481.81256,15816.98936,17006.16651,12568.93473,8470.33781,15255.12141,5369.78981,5768.68084,2831.02438,7310.10305,7558.07042,9861.45014,8739.0065,12182.08326,7538.05438,5163.0838
524.3342@423.45,11770.09216,20345.02978,31539.09542,17464.69363,46140.95083,54047.433,30295.95861,68442.40745,48734.41223,3863.09359,78493.34517,20792.9833,50918.9612,21788.98513,60831.18025,65094.27137,46707.41752,24210.77139,58269.74973,20780.5087,24472.84096,13279.86456,28111.08973,30287.73397,39795.71595,31851.41578,42611.00093,30126.08262,19303.14514
452.3822@512.98,17926.21904,27364.49935,64922.27144,17265.90899,4677.66082,30906.89928,44500.59762,49740.84186,29298.65384,10024.62188,64642.25799,31242.37909,73474.80908,24579.35283,115714.16383,98750.98839,29568.22125,300097.46332,144224.70002,7269.38144,159977.05488,11358.90296,22241.33664,19934.31449,23143.28771,11727.23508,19322.69941,30893.29276,17264.4555
470.6659@48.32,38709.14917,20071.27159,49161.01772,38424.21775,30554.10553,8805.80634,66499.43443,22433.04527,10698.98536,3921.31912,9008.4133,13202.18591,27553.72429,4730.05516,19792.96975,24033.10385,21261.21401,19252.43726,24064.45533,16733.81691,60420.25078,2320.06691,45878.50247,24907.6285,22881.24289,6877.87415,14029.39399,16322.40547,9590.04742
718.5712@513.98,319055.38017,369073.38981,248733.01165,382477.5811,448167.36422,258746.55834,237311.69853,275430.18306,311301.81861,250304.14536,433577.64297,301081.59079,312648.21368,457619.8554,181526.06164,289947.2598,353229.45897,243512.24729,310745.71881,282835.9569,244729.45432,232301.88629,331028.97384,241781.1231,201273.67265,475872.644,291387.72303,190975.26102,232699.04147
381.2798@515.57,62620.06934,63302.87194,119409.51881,62116.16929,66645.1987,61984.97512,62706.71617,61948.31618,61236.19326,55869.17985,63613.63994,58202.3497,61933.70094,65053.48168,57354.0856,60640.25902,61075.09119,75032.7926,60205.13499,58508.05368,64606.45843,59545.3283,60635.98228,64722.06275,62816.71503,71016.42559,64530.33818,60329.21242,63018.92654
969.8026@488.74,595746.72476,74542.29561,256140.87381,192633.65601,622981.27623,12164.56046,323637.55113,90329.17835,210084.71594,12440.07467,91168.5615,705412.92624,80713.56126,228640.66601,77080.69765,44305.4316,707607.33615,101720.07969,191531.72782,28906.0676,95956.65616,18017.51044,319765.56474,286797.42521,255705.2914,389773.05997,454276.91063,28258.98129,223739.89003
375.2292@423.18,3270.66698,5198.67823,12389.8726,5966.65753,11030.50344,24185.49982,12610.28136,23138.23137,17127.72547,2290.3861,22778.68189,8321.7762,21459.78952,5925.94195,29366.42242,21019.76483,17464.72739,12394.93606,21572.48878,9112.14848,9995.33745,7117.31865,11003.76462,13982.06794,18731.69633,6148.01926,10086.90168,14578.81781,9268.82577
524.2246@153.8,18860.60095,6684.00233,5589.12506,23314.64981,2017.49014,16801.04165,22056.75182,5604.88919,24391.41026,9096.32319,2167.49652,46257.49721,6785.91275,12446.80031,4772.40867,1929.3576,3407.90584,1900.84758,1489.61115,4217.34887,18598.05012,791.74122,19424.61352,8104.57701,15583.52693,5713.69255,2582.0836,5864.24094,640.89961
342.7963@647.22,11277.09663,11817.06851,10494.83511,12025.64267,13683.79472,9628.03017,11026.38675,9479.97099,10960.99366,11458.85679,11674.83756,11164.85311,11612.68545,12093.74182,10599.62461,12261.15872,11451.45863,10740.95871,11090.16945,11826.10782,10224.99908,9573.13992,10946.00266,9911.48162,8971.00085,15287.7791,12347.8528,9045.62488,10177.89697
888.5672@497.51,33367.22469,787265.41655,374909.19466,273044.59089,272366.89275,175320.8989,468825.8115,423435.66326,332608.62107,568832.29492,232846.35155,626998.44246,517078.79619,159884.34004,679120.5734,1053240.48149,288548.08877,493987.74459,607601.18176,284914.33574,452684.64389,446029.77755,478326.55997,324015.21241,255606.53531,285755.50316,116063.59926,288836.06955,602130.52102
221.1538@258.41,83635.64682,82126.62106,88288.89693,85731.86065,80636.65436,84710.54918,86104.18607,85193.71049,83012.33439,80846.39818,88740.42573,82169.6441,83073.30641,85541.95384,91746.76252,86980.55638,91288.86362,97652.41728,86232.80101,79499.2573,85633.64024,73331.93458,90375.05524,77374.21449,93997.13617,76560.03723,80282.93363,78009.93848,73231.6126
840.5757@500.51,56921395.12595,6052717.65351,41259334.71178,45361949.99488,33028242.81191,8993280.57048,36640188.6644,29634236.18249,24470116.53523,13558755.65456,33631912.83667,36991598.96684,39018840.15659,54015831.63017,39767000.9335,6985501.47913,33740431.25082,53827856.29189,42281657.8635,37961668.49873,66171324.41032,41900537.23406,23941854.41925,52225985.73362,58655044.33377,35376236.00381,33030396.77055,11345505.00692,31365748.51207
443.2948@520.46,295749.22095,306268.84908,293770.50574,316556.9038,314600.36813,286268.74411,272700.24442,239923.27074,311157.48458,267270.65775,322251.02389,298668.3874,289994.40284,320965.00512,259061.88117,290757.97347,295108.63182,275964.69851,312463.42618,284309.12715,277699.21456,274251.23195,281978.82218,281842.15013,253789.70116,336160.85382,310324.47834,258021.87342,273193.0903
248.9719@624.87,771513.21088,1027294.15068,882680.13625,827276.22138,1217165.66255,811711.42864,856412.52247,837772.86453,801017.85763,825827.32566,695630.89202,724271.44077,766098.17787,819864.541,780123.15792,729865.6652,764821.24398,941533.41246,813989.03081,814567.8994,795584.68557,830822.05213,858801.42167,837236.46301,754967.27897,1186021.5199,879976.35169,806873.44915,853691.31501
612.5063@496.65,16696.80706,117248.50374,12417.9245,16745.21556,60769.03918,3728.38213,35767.04735,3420.87411,9846.57524,5751.80645,4219.57062,21664.52112,5815.15115,13280.94939,6057.67898,8770.52618,32103.19274,33504.12745,8450.88212,33086.19813,12753.5035,1861.93945,31905.16246,29964.57513,2381.32278,8505.00375,17148.6738,19915.46848,1778.94568
374.9909@653.9,534498.25057,521412.7525,507025.59698,521948.38807,525322.7967,502284.16971,506744.85674,505449.33235,508911.12176,513510.59135,519303.94209,495498.90194,497905.03126,525061.19455,516576.68398,500296.02701,509860.34407,479506.13085,515967.4383,529222.12738,528675.31673,509418.73921,527531.75642,526047.68949,490575.83754,529338.01222,508934.26243,514258.87565,519286.79873
970.806@488.85,349283.99532,37914.40699,157235.24534,112609.06065,360921.8269,12049.08805,195239.90574,58964.83543,131304.61194,9246.9593,66316.20134,418229.61944,52213.41314,137522.15557,45939.95393,24457.06304,418361.22277,62786.90574,118310.6676,21633.49975,63457.4257,10027.59333,192024.24859,177504.70578,147377.70182,228468.00647,269699.95894,25657.96947,135210.35256
956.7857@493.71,331132.799,176483.03243,144946.85299,442975.7566,780518.66981,30883.37885,244879.74754,25486.4586,145808.82283,7064.26663,4354.72271,303029.18541,81666.35187,66208.02614,110089.83984,60759.04117,19660.17951,14035.86297,540857.47873,64177.02609,73121.61864,16310.23769,12305.57927,61228.82362,32076.78739,314369.87645,324951.30913,134934.28155,38708.77018
223.1696@342.51,16673.24812,35814.69084,11967.75479,14423.91721,30650.89323,3788.16369,35781.27314,7551.43505,18272.89738,6227.25566,5616.33838,15703.83273,17500.98718,9592.2814,8563.01543,21285.76327,12830.07281,19922.44617,16185.81622,20338.29281,13357.77932,1793.1177,40816.24721,26906.38004,4478.08724,17065.31949,14706.24458,37429.70628,4707.13382
242.1759@505.78,105541.82242,119009.94106,107555.58286,110688.96676,101241.63645,105925.30235,118836.83259,98562.13543,109349.99288,102025.30521,126894.64739,117750.93842,108218.51634,185681.3987,113367.26856,114070.52368,165651.30893,95021.40284,150680.56005,184362.39101,97258.92757,107401.79983,124548.63814,92239.83585,103019.45286,122231.51251,105982.01168,113018.13994,89738.99038
219.1747@443.58,41645.75433,38569.21522,47621.59665,43071.62015,39225.959,38173.57701,39947.84488,32931.95875,44950.56061,37184.75907,44830.67426,46542.32711,40116.18246,46565.88363,44154.80948,40820.60317,45159.88263,45147.484,40365.6834,43043.07911,41966.94505,39470.70225,45246.32826,43324.52797,44811.61162,36582.17091,38422.96303,41041.66816,39932.96558
317.2518@210.05,12166.84323,11634.68263,11618.86859,11589.71254,10289.94239,11718.34734,11447.66085,10891.75409,10373.01858,10918.6714,11081.05915,10886.34944,11674.69248,11317.70843,11549.28392,11398.95946,12100.33349,11775.10069,11788.84569,12449.15979,11329.02694,11481.10432,12741.34519,11922.69926,12200.33915,11164.86071,11048.6175,11968.97631,12203.8198
652.0064@526.95,46685.49691,43579.9503,39385.07757,55472.43526,55969.14166,35370.541,33723.9763,32942.87183,50173.1377,33220.12093,59999.74601,42353.86229,43947.69897,60309.84688,30636.44468,39938.01307,39170.54592,33847.87337,46882.89915,37756.05852,40269.82147,15739.15753,41312.30838,37433.41371,31094.68233,67434.7758,63272.22668,30780.07754,36159.29798
250.1442@409.63,197112.52493,189212.81238,219078.84473,211129.45582,183752.56619,192893.44084,190841.78509,179707.94786,212128.65387,193783.72652,213264.40753,221872.43201,196383.85555,222984.67406,205848.87083,193228.04741,214186.18148,204202.73476,189236.60321,188587.80918,191409.38791,188997.56655,224147.18486,202145.5778,204356.19886,194251.21851,199483.01768,199983.56055,187541.84542
971.8075@124.51,5880.00107,6816.42938,6257.41064,6885.44317,5920.37722,5921.88,7670.44901,6726.12055,6448.66179,7024.97301,5754.09761,6171.1503,6033.03663,6476.95184,6923.33932,5549.25434,6654.97869,6517.01924,6675.48079,6001.74102,6637.76925,7126.44124,7109.88389,6560.50961,7304.52988,5443.93571,6123.78005,6731.70248,6277.89338
793.0606@509.93,90713.01375,94326.75158,76056.7178,100850.81937,109578.90197,62672.91647,78865.71346,69560.58528,88170.33751,66820.56485,95336.00364,82148.86552,69802.51053,100070.21693,60930.55739,88798.55083,81986.00715,65020.7272,83060.92959,77264.00751,71554.08893,63081.5764,80529.49004,64613.17177,58981.95143,111948.39962,107549.52343,63504.47212,61524.85984
862.5524@495.46,500132.03023,880763.33039,1217284.60876,419148.11921,218055.07959,410933.29017,633966.89384,730584.25112,438326.90611,1764763.69243,308812.70555,885158.26336,603092.14416,426221.53411,4744041.29768,1291318.18728,468549.71273,1083119.61949,974418.61798,516576.0314,293185.84321,1344343.66012,839965.16871,448902.19096,2295182.95941,297403.07066,158114.87065,694669.62452,1656890.95
332.2692@482.06,3539773.22094,4209017.21274,3122501.75952,2981416.64756,3909170.98873,3303700.65426,2854916.64922,2761801.24726,3103168.3935,2390888.1705,4105065.09906,3133636.85112,2855464.12318,2946558.31429,2172249.61441,2934240.61293,3013004.54325,2871861.56554,3128620.46804,3004658.12686,2660767.34992,2849257.52753,3262701.24486,2977915.50146,2326715.09111,3323661.61725,3472452.1005,2879797.08666,2797235.71738
490.9682@653.97,19240.88247,18765.68899,17498.30117,19155.04313,17934.4602,18698.85571,18399.20661,17965.81836,18180.53713,18441.4581,18473.60776,17560.46967,19077.63245,18649.02567,18073.60372,17595.82857,19236.97144,16250.53562,18988.53217,18831.16758,18964.43806,18973.64875,18665.82124,18572.34621,17289.18411,17523.43153,17462.11862,18743.40505,18507.96272
540.4336@454.22,181420.9207,101091.48383,478638.49805,208936.7836,39698.60766,143303.43904,213454.2189,494573.67484,363841.37619,50657.70034,455824.83351,53024.71982,393267.07343,267252.87968,640094.79988,780205.37967,89845.72416,80767.23489,1295963.5539,24321.2211,1212262.35308,124384.66782,153284.296,203290.9721,432614.28959,130558.006,241626.88261,77042.94447,134646.81546
277.1437@301.79,82810.34343,82195.56876,80100.19894,82219.38575,86465.97286,76167.8554,76363.65008,76949.3597,82639.12663,77731.49109,84500.64559,77604.68108,77820.56511,83942.11935,83494.4304,80235.61863,93116.49398,82349.59008,79266.26288,79127.59205,76385.89819,74590.5006,85671.67188,78981.30033,84082.85303,89284.05535,83822.30431,77011.66919,76133.44223
669.1931@485.5,27070.74157,35266.0976,34915.54969,32995.07649,28953.83513,42142.64233,28763.48342,31551.96792,8950.32555,35172.69752,32762.89374,25940.59148,31341.41284,32412.01923,26728.98481,29391.07417,24569.46614,30641.91418,32079.49676,26623.83471,38619.15334,33199.46409,35490.37719,34779.01905,33019.68826,33495.0508,29475.4904,38806.29149,31210.61093
440.2275@389.77,43206.56728,33704.35673,56493.97902,27493.60459,32402.506,53549.68998,36544.46775,40968.97379,42111.39566,30354.91128,34105.23134,49943.19804,51862.96984,33141.0094,37677.08484,31267.36058,29453.71558,78681.4279,50019.23845,45888.32853,57611.29853,20823.97479,48005.3511,47531.89408,44942.18329,24616.22795,28315.84614,73781.84875,39332.12799
607.0579@520.38,9504.91249,10560.781,8105.42455,12601.71121,12099.10925,6823.6835,8056.45421,6410.55823,9640.3476,7220.76474,10732.42847,9375.46772,8987.69856,11825.52408,5824.13877,8833.87455,8558.40884,8685.68081,11286.50528,8548.04485,7450.16172,7346.35072,10942.04359,7625.73025,6409.32902,12946.62574,13608.0056,7044.98378,8428.69774
445.2532@487.89,147843.32756,196687.58575,167746.80317,135603.58982,62150.24556,167844.59349,108056.05362,109020.30473,136437.31542,144962.85024,130762.2247,113731.25912,105565.3563,156278.99957,87349.44073,154392.62013,79008.39374,142382.8216,132446.15475,118717.79716,95191.69305,78527.14432,136120.18099,130576.01144,96545.90944,117188.51252,116793.52776,154843.96149,88992.35055
519.4037@504.64,117934.56689,204457.64033,64074.54806,176116.30423,34559.36559,131635.24356,275975.14209,238518.53043,292836.25071,87702.06303,223831.4401,80860.6749,145660.54536,276951.56557,464790.144,660963.3992,122429.54193,81916.08442,703028.64071,40155.48402,535715.6352,96853.32792,169484.64861,138051.90526,20364.22491,74359.46503,284905.55865,92774.4941,76298.5403
332.9803@653.62,239773.92837,239150.35822,237491.35486,232936.08453,232246.86051,232161.57771,230809.74162,233370.53245,229504.28129,239481.86725,233838.28999,229571.34319,230840.09862,239745.98122,240487.0181,231989.73834,234416.23044,223647.54772,238624.95119,245763.1284,244004.00831,234811.09754,244040.2713,247045.24721,225996.72041,234945.7797,236703.9232,241648.15027,237414.741
886.5537@512.01,621254.1991,670851.48745,1137109.88789,320213.02384,297962.94019,945834.26793,1120991.47348,1153602.41406,1196566.40915,819160.40508,1067942.16186,678546.9207,902806.28505,546372.41793,6910317.49228,1476781.89753,460541.27637,1292827.8097,2255147.31476,1293117.2187,1131558.35422,600611.5002,734783.03,977241.10788,1044589.50703,466052.77238,215205.05689,785222.29207,960385.72999
511.348@459.74,11875.85178,11203.4245,19229.8469,15929.44839,28859.31411,21433.26957,23687.81438,34515.17815,18509.36024,2577.12323,28003.95404,11997.92476,21924.2634,9274.14846,30148.26514,34413.18501,38060.43845,9839.5344,26306.05615,12066.39584,14705.04164,7445.4827,25813.50356,18593.15191,22517.69376,11541.362,14250.7718,15510.94467,15140.4955
595.4888@505.26,386016.73665,426863.27633,1017549.9021,590420.01793,148582.31952,743352.73611,1701428.0737,2779974.16607,721935.3602,407785.98186,1290715.97144,815380.48452,1934170.50905,697776.71168,2725932.41173,2622700.24425,1002551.5284,348437.60716,3620598.02538,426825.05427,2708529.63956,683430.53654,1534016.13897,801844.48074,2640888.02278,755619.99621,742291.29492,772220.01459,960271.94996
199.8269@636.24,1841085.87247,147184.62747,128969.76069,162537.06698,918081.74817,2736091.65714,2353726.77851,2672139.17319,1814672.82119,82993.79366,1616242.51856,131779.21509,2693531.97684,163918.43783,74480.09876,2091443.64176,1960034.12895,2696655.37877,2080532.23243,2654902.38414,2771242.29904,2787281.74091,2549420.09132,89880.06198,71578.55813,733708.74312,1013799.7024,2862263.93175,91547.84752
