,men_Pt025_RPLCneg,men_Pt063_RPLCneg,men_Pt008_RPLCneg,men_Pt013_RPLCneg,woman_Pt119_RPLCneg,woman_HCW080_RPLCneg,woman_Pt003_RPLCneg,men_HCW564_RPLCneg,men_HCW059_RPLCneg,men_Pt047_RPLCneg,men_HCW011_RPLCneg,woman_Pt087_RPLCneg,men_Pt116_RPLCneg,men_Pt010_RPLCneg,men_HCW578_RPLCneg,men_HCW574_RPLCneg,woman_Pt058_RPLCneg,woman_Pt164_RPLCneg,men_HCW036_RPLCneg,woman_Pt113_RPLCneg,woman_Pt005_RPLCneg,men_HCW012_RPLCneg,woman_Pt038_RPLCneg,men_Pt060_RPLCneg,woman_Pt044_RPLCneg,woman_HCW099_RPLCneg,woman_Pt022_RPLCneg,men_Pt110_RPLCneg,men_HCW237_RPLCneg
Label,COVID,COVID,COVID,COVID,COVID,HC,COVID,HC,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC
204.9804@118.14,764.77892,1338.20743,27034.28825,10865.60335,2137.5194,69546.16094,980.86221,45930.84986,3125.42693,487.77451,44157.17683,1065.09282,8143.97178,1640.91697,35345.28036,8516.94774,65608.37294,753.61779,4016.32478,1694.63281,1524.55884,19562.22725,328.1755,2234.53234,25906.6775,9625.33093,18524.32225,171.18113,36474.33191
331.45@482.12,152270.68366,332626.6822,96349.56891,83238.06274,257519.29053,43724.07702,102202.21643,43411.26225,88209.53649,31015.80518,72494.06822,119100.57872,62537.0593,91747.26299,9638.88183,72200.95148,115233.63819,133830.64704,110026.73597,161168.29249,53815.85843,28392.5453,170101.43498,133719.89812,22314.16544,69971.72365,102007.66389,90005.08914,35637.12891
403.3058@515.22,349880.42966,291025.82297,343792.11028,303542.81503,373124.9223,331484.02747,241394.4215,6782.65196,264547.9539,175110.04181,292150.9906,350453.22864,251701.22136,320553.4313,310200.39522,221249.06233,250302.53747,237321.55826,266286.65586,248946.83917,238049.25964,203954.11231,268045.53253,240774.58717,309389.45971,313876.54972,375218.64098,326816.4988,250796.92646
626.4799@487.88,53319.28839,100322.69301,61787.0555,38038.413,40664.17478,43736.58743,44997.20194,28669.02859,30274.2346,36161.29092,18313.28001,32133.46441,28065.10247,43654.78611,15958.34491,47020.17418,40210.60817,57008.58311,32923.61992,40206.63607,27574.83198,3139.89337,55492.59634,58064.48871,16772.21488,27734.13128,30950.71661,63526.06315,16182.15245
284.6172@487.98,251420.51489,797307.0279,423473.47955,430490.00483,552067.61786,114544.55931,339881.53189,196447.09928,290249.53072,115086.48453,88710.32677,510896.16097,276635.85807,262274.0734,374676.33753,280331.40969,703784.64029,318903.08077,388642.1187,913435.24506,460063.42434,816.80266,735328.47934,292319.23945,291184.84146,264029.40866,240235.43964,211400.30217,168556.43941
902.7688@479.29,38924.30832,69729.00311,33936.37016,32948.43388,60758.09265,14976.44931,40450.60355,22544.1765,32305.12951,21607.76837,23666.62889,37855.25961,44524.63479,32181.72876,23376.79766,46114.57393,56816.17523,54817.02075,48249.0829,57482.42435,32367.40633,11745.51494,57236.11308,51261.71376,20846.80699,34260.15089,42313.4018,32041.07224,20688.34395
627.3736@254.84,16205.50026,69550.05648,18407.1561,16192.3864,25448.30554,5546.02508,47711.37093,8819.89494,7277.04425,4277.83369,5047.34386,877.33349,11703.72807,51822.97047,12572.89957,15294.28701,14253.24212,20913.99219,8870.70686,83724.43287,28144.20424,5472.12755,26599.71643,32169.31322,9213.21757,9549.8631,8007.69148,18014.96538,2994.36356
459.7529@505.86,9712.40562,54248.9731,19756.20489,40890.24452,72667.82877,49298.7528,54704.19829,84362.08884,59417.66459,43919.85029,107945.88266,95966.40072,63028.69608,3631.4552,63052.21229,82180.06739,63150.17749,28760.20063,10983.2576,76205.30798,65742.77556,94862.55041,58987.21222,14620.74193,12616.88299,53912.17479,96190.44658,86235.55409,85267.78726
887.7087@479.24,28215.21183,64776.9617,28861.13752,16109.61949,31903.63911,11276.87057,23102.76488,11654.08504,11363.72428,8763.80111,7760.52205,16104.48624,16133.91816,13574.52308,7140.43693,16653.38596,24721.28029,34405.90914,19190.78824,23081.11873,11919.97257,3891.09165,33737.37713,38038.32315,9672.15509,12176.20377,17680.19518,28004.54318,6319.65025
590.5195@530.52,12183.61706,25879.73846,15672.43847,14562.89237,24489.50582,6467.26385,12571.27467,5659.55308,13959.56458,4611.86598,10232.95903,10856.66418,13129.85463,18919.47434,10329.93671,12074.39452,23716.80317,10479.03256,12795.05609,17132.21884,12420.88593,2514.75507,15405.53665,16414.22571,4699.59878,14566.09892,14006.23066,10143.26048,4645.83697
327.2326@424.56,780196.8243,3271066.84058,1307644.02205,1949258.2694,1702535.69861,310721.23441,2049446.21487,1438002.93687,355674.71581,200465.09887,444981.74117,649445.6461,730632.2488,503863.26332,350913.92327,780301.23292,1325843.14243,1031947.68894,513871.69956,571659.5355,1097281.76862,101389.66298,2283438.88393,1134189.00638,727305.22488,743965.95526,727961.79308,1039921.32329,375441.25966
399.251@481.4,149521.6739,127624.61851,87734.3792,104580.31702,132437.36567,82682.97008,100293.85262,79388.95879,93656.7917,79183.98146,94183.48124,93279.99047,95933.25781,119990.28871,68028.96225,107693.58157,40619.95024,49891.31547,104593.30279,109659.87226,47343.82622,76265.05497,89951.76456,116754.03687,67411.58531,50530.6348,54501.08384,60649.06448,75715.62797
307.2544@464.79,19085.15064,39895.99518,23199.4422,19460.71983,30911.5547,10960.82805,33593.80538,14226.9752,13789.07526,4367.88547,7161.01964,30735.1401,25304.87993,10897.83959,17585.8639,20413.67788,51932.93386,23050.90127,19139.32151,22182.01733,17530.37931,1657.7457,50121.04299,42961.01611,9560.59002,17206.68923,26766.34055,24338.67058,11793.79051
282.2067@281.09,1065087.8382,1146843.1744,1131901.7462,1079422.99924,1054606.54269,1136851.95346,1081223.61865,1104034.59975,1030212.25967,1095589.47991,1072971.50211,1133824.80597,1085416.18294,1079811.19987,1137418.82838,1152075.61992,1140621.92223,1148287.07468,1061585.83688,1187997.02073,1180634.36113,1065924.72738,1184318.86398,1164021.6392,1095648.44274,1096504.83449,1117913.85382,1097379.08157,1064120.63915
328.2356@424.56,184838.16873,811702.00157,323016.23787,487917.32835,418362.8631,70597.98101,513190.69322,353813.74934,80856.08957,45397.04901,102608.56548,154670.53266,173909.89583,120406.04453,79205.15544,186911.71691,328491.22516,251407.91956,117181.86284,132457.57749,267184.3389,19784.45938,567876.17022,272848.43768,174636.21269,180609.8222,172533.35913,253109.27151,86716.95243
400.2195@487.69,18328.31279,27771.9336,22481.79952,16294.69066,15671.37267,18608.20224,16619.08437,13569.05956,16363.41538,16771.08206,11612.03883,14782.99937,12677.58777,18666.45602,10490.83142,19510.95474,16764.61202,1647.2248,15939.21887,16167.82036,11927.93239,5485.65041,14438.55535,18645.91392,11056.86649,12841.67725,13934.16057,19847.53358,10445.86458
444.2013@329.06,5684.48736,5695.10138,5846.82467,5521.56945,5878.95345,5487.6451,6538.38458,5626.02619,4987.04586,5553.79402,5039.42541,5978.89834,5634.11904,6153.67569,6648.48684,5678.08884,6315.90048,6582.05706,5532.21665,6409.10272,7354.89571,5933.18879,7659.0638,5993.30093,5968.27882,4941.27347,5397.73008,6277.87804,5910.69049
639.4189@478.69,64729.73593,76513.1221,71782.22978,34401.19934,39968.37538,52668.54259,45900.32918,38533.68009,36648.46817,35015.79509,25880.27743,34330.89331,36630.42363,36088.72809,22061.13153,46751.69755,39015.10749,73193.73514,45472.84067,40956.85838,27710.52366,9882.2141,49233.47218,74642.03293,29153.93432,29804.2828,36396.42918,65187.60284,25299.04916
666.483@479.42,20789.33051,29320.52807,17823.00583,14922.69668,24334.02202,14274.15551,14221.36842,7201.11086,14476.36693,5367.93613,14439.02239,11437.27334,12129.99058,20605.1194,2604.83127,18488.68599,21118.73296,13083.48086,14723.63968,13546.28007,10085.49152,5465.15185,22250.68648,18189.19609,9505.02019,13346.28842,19243.56066,16260.22757,7982.66772
489.2762@439.07,55262.93505,53560.40507,52204.24335,78784.05089,78859.31759,47166.37959,66263.7247,51511.69623,62653.03293,29323.50039,62901.64456,65084.87334,53764.21414,77214.64333,68117.55487,63641.08439,76702.95878,53777.90046,63525.80001,65620.75772,68362.36963,38803.69904,61606.54829,51153.03474,60849.90697,86490.1023,80510.72747,47415.17499,44477.47523
614.5248@513.71,421498.80732,522408.15608,338783.68831,478127.80143,534047.62274,328598.52909,340392.22096,269947.74664,396533.87352,283794.49459,420569.67383,367532.92916,292320.70418,488747.99724,256125.77732,389541.8728,388567.86067,341170.28892,387313.64003,368134.54398,310627.50272,253722.51011,376969.12393,349421.00432,242677.06767,529528.78213,460532.61337,332770.8107,270656.73984
269.2486@507.38,4384604.60598,11114054.38812,5470118.00072,4113295.26799,9345932.47334,2065870.15243,6188047.38309,2256642.07423,4009685.68511,1889931.50164,1662755.14169,3965859.0752,4213480.96581,3788023.39214,3133135.95653,4322701.90657,12055009.99238,7263877.25575,4524895.42559,6622648.05752,4243423.52539,1019916.50528,6504959.16604,7637471.04202,1868462.70296,2523875.57863,4645009.09198,4455255.88577,2270230.94643
885.5509@495.35,3578256.80028,3906495.42844,10791562.47348,2704730.56694,3862521.59079,2811438.90015,3469752.55321,8860651.24396,3548873.21298,13699524.62949,4256870.99711,6973812.20465,7875605.11466,2148874.95478,13201424.95224,6707208.84481,4527679.16378,11387453.38169,6193236.68267,3292351.03491,4176557.60466,9668147.17555,9618159.02428,8993480.82582,7240967.02992,4792004.29503,1492723.12458,5392716.96263,11569016.53948
223.7972@136.92,104518.15301,113175.28912,96083.99278,111462.24678,175220.92264,84234.0543,90691.97163,89678.72933,98483.84707,81871.14951,104348.61772,134102.20761,81366.5329,109834.10111,79759.12859,96577.48784,104954.06229,96686.79304,106864.61472,103934.37372,86514.02772,86093.35447,94776.91583,83477.91823,77028.68397,121404.1082,112119.03823,115291.75552,89275.86048
271.2541@507.39,107270.54545,256620.63918,118144.42207,86514.81626,218293.83158,44072.17995,137711.73894,45427.28486,87322.74034,61920.66205,35417.66353,86596.85084,93557.31336,82402.32383,67606.49509,96230.51809,275199.23623,163532.3435,98787.01814,146774.91491,91327.10551,18204.69644,144465.92541,169576.8689,38882.0739,52627.45871,101163.90695,93791.4251,47553.40092
879.6611@478.71,74830.53628,129214.74553,68258.86944,35332.07016,69942.15115,26660.19754,66778.43869,20786.22575,40355.71276,19037.67256,196631.32247,187062.24824,41404.82677,36426.17122,14206.30316,52070.63372,70647.0015,84271.29954,52391.21668,56015.57348,30899.97988,1801.78089,81438.40102,94973.49858,16858.63017,26381.29617,51060.83308,75893.71088,15974.34885
602.525@507.37,142771.59717,395924.65835,150365.58359,146872.25756,364004.78162,51086.63262,167325.12591,55332.82258,122656.43416,48967.79646,52751.45487,115770.56697,107499.73579,126967.72901,68600.26824,139284.40435,371474.56608,192323.62411,134452.02108,190081.52625,106796.06043,22760.52507,178562.945,199224.45849,55224.93209,96719.06918,149500.21728,120335.24023,52768.17318
903.773@479.26,16031.2395,26120.35991,13387.25722,11783.12409,21560.40781,5516.56901,15476.82722,7978.21102,11851.62716,5959.82708,9123.91463,13096.57611,16945.42192,11415.19276,6775.77233,15476.22386,18442.03543,20719.54519,18211.70356,16764.31538,11117.97151,3555.30407,22061.55453,19300.90402,5228.61804,12361.19479,15217.89209,11841.66825,7735.12466
224.0282@309.46,27665.84946,27126.78617,28329.85155,29928.44601,24456.1448,26713.2704,23760.92956,23278.1027,28917.119,23341.25832,26177.39092,28013.73252,25492.30213,24841.41914,25419.54025,25215.00126,29510.42316,26901.84963,24652.67141,24933.2821,24108.2849,19933.01903,28268.44754,24162.06524,26203.34398,26627.78106,22360.19311,24442.63189,21867.54699
642.9766@516.79,25644.25102,27120.52318,22293.13696,30990.31059,34290.45055,18749.41719,20110.9716,18929.14804,23344.97158,18607.78569,29115.00451,24383.84181,21201.24581,31076.25513,17955.88628,21130.8439,22609.91461,18929.06226,23910.88555,21807.41289,18612.55988,19530.55589,23532.30947,19713.82605,17711.56387,35118.33025,35176.06078,19143.71247,19360.08793
730.6262@530.59,8939.82588,16700.26951,9922.14223,13971.4583,16240.98993,5053.22152,8614.30221,5460.63689,9372.92972,3358.20839,7261.3552,7024.98629,11227.89876,14603.46751,8058.1679,8329.23747,14150.38077,8457.32446,9771.13771,10967.99321,8900.98839,2817.38885,10982.93632,10137.35569,3626.95117,10075.77575,12003.33337,6822.94867,5038.28706
629.422@488.05,43574.19517,66415.74953,38910.49277,39490.49869,53397.57824,14459.17618,32343.9806,13194.54417,27403.91968,11775.44527,17206.44567,27295.37927,14859.304,36293.4817,10977.93287,35218.46803,43810.41084,21512.04432,33151.95448,26409.93304,26689.28096,2952.80102,37296.64608,27414.20652,7409.20521,33834.73174,41014.69972,30466.68386,9079.41648
702.5879@479.22,33097.26378,52676.36155,27059.71527,34554.57619,42079.83391,20278.12134,46016.45217,30669.96707,32146.40756,12824.07897,16844.53365,103266.56645,41564.65739,34794.53391,0.0,37434.15576,56383.06296,24214.10638,33513.40974,48669.03668,44629.87521,11733.25001,56246.87493,38820.03924,18650.55319,45315.11356,72458.52565,39468.52406,26057.41569
601.5222@507.37,358199.63751,966313.42591,382278.45777,377485.11086,887028.96576,138169.03327,423009.49348,150772.70021,321326.41211,126214.85851,154831.08611,297360.70882,275909.07196,381541.92751,176522.0933,353023.24127,910937.99677,485825.58298,345946.23675,484703.80343,261883.2915,61097.99099,450267.17963,499801.68356,101043.45391,255245.38038,383435.50974,298260.32556,156762.54109
613.5217@513.64,984515.44859,1233220.83842,790939.28206,1111597.00736,1243174.36039,767382.43875,799024.79531,642442.22702,919299.79247,665743.25743,1009799.16795,860601.06103,686592.32499,1158831.70343,595946.25642,904991.84534,909975.08477,826053.05315,867135.98237,853097.74138,743591.34798,611539.79789,920705.49921,813582.97584,545602.33443,1225459.44006,1082683.33585,794336.46752,635481.55609
697.2693@158,237393.41471,106338.31769,27755.9867,65858.6283,809.59132,38498.83437,26776.68904,9643.38114,33342.62138,24652.41268,3677.73286,55978.93806,18903.87345,60711.02579,44823.17598,4466.64921,13630.77458,10507.98007,1654.95681,94106.21669,70575.65674,5919.18625,44782.27932,33002.55348,85957.36985,32220.16758,1627.2355,300205.70004,2936.17412
405.222@479.57,77934.36666,87810.56347,85600.81371,70350.043,66556.51849,82882.75436,67138.17312,71754.29896,66745.14354,70695.34463,66828.16024,53192.1319,61848.38849,74466.94093,47619.92561,72082.62697,61042.60974,70078.91551,72196.45096,58620.91427,53054.61776,43532.25035,65450.3764,75312.05315,59567.57378,65182.46683,69414.3608,76729.41358,58448.50987
971.8149@507.29,92771.77747,47557.32765,108897.98646,163652.47542,104445.29083,24963.14027,98242.42188,47715.71908,91662.12224,99374.9791,45439.79242,160132.8597,87441.62659,76168.23945,73094.31473,61483.08812,279352.06874,140837.89853,109570.98758,147647.32394,89100.76616,30274.72806,112856.71435,175667.97919,42662.5021,44437.85759,107685.37623,61576.8463,64304.11353
465.3568@374.09,51486.1185,45492.04874,95467.90247,36360.08331,7595.44728,41357.45786,58740.62742,130044.43129,113891.3928,14453.72133,79934.98406,43488.22214,123130.45157,41905.8344,240395.59843,131534.12618,23103.49652,25164.77033,166687.05957,7473.28864,123575.15789,23666.72553,37594.45719,38963.60968,46388.19084,14306.77588,36995.67856,38337.59899,21277.86503
901.7646@479.3,60461.95745,114610.67978,52241.38442,52123.85772,99305.13661,22382.3917,67889.67372,35968.60984,51906.84857,37579.5652,39823.26861,61472.80301,81656.30772,49740.71803,38413.15728,77734.28132,91853.15468,102194.49525,81852.6859,93410.47238,55278.93971,17597.66288,95292.69101,81078.73863,32288.94557,54457.78979,66424.37107,48453.78572,31510.76277
627.5179@487.87,320050.44789,309746.39322,215943.01043,248635.81312,337521.40822,211048.08264,242942.20424,168452.81516,240931.58928,127814.07165,266478.59451,250203.63273,169477.36351,303197.40594,117898.41657,22562.39481,221335.3001,142282.73311,192966.11969,63598.39666,205602.17497,149864.4904,198764.21755,213655.46834,127316.25789,237374.8596,246161.86798,229220.33644,168776.56607
325.1832@568.6,193799.79722,191515.32341,257605.64102,195010.98342,77365.79545,912759.37435,2741034.74655,707779.63167,3669681.15032,1097131.26394,4068563.40986,171682.7041,212098.51424,144220.98361,486898.82479,8070771.50967,452183.467,1055691.32021,273470.75807,2179906.38254,1594723.30146,1325909.97682,931626.23598,1233632.74563,198284.66588,129497.68103,108044.86816,996427.29021,1871788.17818
727.5169@479.7,31944.39437,56192.40662,89776.15857,109906.46634,23440.69772,108395.63936,87952.67231,98980.25847,125894.57729,241826.69491,135352.02709,38300.84584,83271.04653,123144.37763,112224.81237,33413.00963,63686.79282,49812.62401,14610.92747,10648.66174,75826.25884,151948.54789,97732.87088,31214.43932,63845.81404,34050.99793,75439.25952,147234.21005,173055.13514
246.061@492.25,48848.57431,54311.69174,69580.18948,46354.63596,5265.67981,82156.70019,68757.17655,82690.85799,40144.14765,66517.78239,31008.68869,61002.88239,89569.86205,36728.11167,36857.0238,40943.55391,74113.81301,95499.41255,50874.98471,67257.3949,111191.00541,41273.51687,101341.93189,94243.17956,100337.2843,1040.67071,16416.67775,107067.43604,57390.33367
616.54@530.56,79892.08473,121107.83461,71830.04429,78220.48446,120652.84159,37859.50926,66696.80496,42206.68273,85734.49838,29406.60888,62458.76163,59781.47644,78028.84646,114354.2721,50976.8092,72319.73137,109924.83262,58238.11885,73846.88869,99879.54924,76667.70268,25431.36151,78533.14871,87357.14472,29951.85988,81482.4796,88389.43386,51276.80934,35847.64451
733.2228@488.67,11467.6305,16477.5225,7650.38823,11734.94751,18587.81816,3254.55625,8791.56009,3623.2875,9123.41976,3499.09101,6445.31232,9929.83236,4311.20368,10395.27366,3753.15245,9303.08349,17441.02987,7599.20058,10205.03893,8426.10876,5972.98545,1138.9699,10776.07907,7759.6678,1766.81232,11474.64145,13226.79269,6053.24441,4293.61908
96.9601@27.71,112491.89951,244990.32712,130600.59721,162779.91134,155795.23285,127552.55346,114142.22303,141319.72182,94151.94231,33672.31573,95718.1594,97778.00469,99006.09798,210105.2485,113113.8649,134823.29373,115712.78196,78823.73387,109737.5278,38221.0498,235573.6274,20916.70406,128136.69309,118338.38399,153807.51022,123393.39287,81030.06663,244680.39011,33678.23615
833.5146@640.77,18361.45099,18385.84109,5967.60116,12010.47182,24432.04845,7473.77053,24367.10163,6519.2527,4368.99811,4047.94215,13720.24487,6704.11202,12732.72609,12634.41226,15351.37057,13404.9806,3949.95003,8429.63685,15039.64264,14113.13574,13156.65821,2127.16203,11588.58916,19957.47791,44176.99303,27278.64817,19276.87923,6912.29972,4938.71628
242.1755@216.4,190723.70627,177300.80628,175099.3375,174136.63005,167694.24669,168337.36131,177417.25732,164787.62383,181168.06337,159812.01339,169792.99648,168131.7968,166214.11863,179955.87693,176104.23081,166111.08796,236098.28863,169135.64537,175511.63145,225239.61794,170901.57483,170656.11828,193037.23186,154483.91024,165473.79367,174276.53723,170864.65176,174818.03427,159581.38873
767.5348@640.77,42177.32432,26684.45179,30916.59007,45422.47052,59698.10931,7093.1806,32385.23501,28489.41628,27209.75714,15073.15518,38260.72245,19470.83436,27173.28071,49229.72749,11125.99758,23800.05967,34401.31256,27455.07907,35757.61525,16583.94738,32984.11772,18765.61266,24682.36106,26382.41617,25130.91965,81251.54977,50165.22268,10720.09228,20262.50519
363.2122@478.79,48910.34797,51487.78582,50940.45203,36233.80455,39290.06157,48850.92733,38218.79719,37776.50349,36909.37662,40553.96531,31758.61188,31763.84979,35303.79759,38254.45667,27621.89062,42052.75335,32790.20561,46482.01892,43572.26803,36824.94705,30694.74684,20984.61634,37782.14484,58866.84624,34383.96982,32815.35606,36929.3446,49004.4519,32325.04739
217.0026@653.02,10202864.29019,10263145.90475,10028104.09935,10277166.28373,10738648.46363,9715975.4265,9893733.13888,9760217.00134,9783428.13965,10038624.46684,10555077.48286,9862394.73677,9770810.31187,10844318.14592,9876517.1452,9782168.41064,10031561.19843,9403245.05093,9959824.05205,10036110.58622,10088622.1279,9940950.94336,10042592.62506,9988445.14355,9546934.57627,10999764.26181,10644814.23724,9836019.6628,9872336.06464
481.3519@340.73,23761.99424,17660.8825,42148.39139,18513.09942,2113.23638,17242.76802,23379.78278,40438.3953,49524.30962,4831.85499,32329.70732,11396.40506,42791.48946,16615.40385,63067.59955,60454.24597,10895.20778,10031.79847,85723.8009,2798.32951,69868.36543,8804.88003,15815.0916,20316.77921,20969.79937,9378.87196,14239.58816,14508.85543,9602.19137
610.4894@479.78,132555.30571,275735.46631,108189.66778,73666.36498,186100.89766,56657.20407,107325.29018,52307.17987,86911.61181,40367.34051,50388.1322,91437.8524,75340.11595,76743.42557,42506.6466,94872.96886,124137.18191,132104.95065,112091.73498,123170.00662,81741.15456,21462.46983,157781.57837,145694.13549,42038.69219,61444.62689,96075.16549,111321.79557,38386.3497
276.196@337.89,10380.3321,9471.89772,9851.06819,9157.71099,9505.57757,9971.09983,10305.64376,8695.31353,9136.9937,8966.29639,9964.32085,10271.58419,9951.73609,9586.97114,9578.62389,9031.64482,10152.12291,10357.21293,9567.45437,8959.67631,9005.48549,9357.70015,10582.31283,8819.70249,9912.25741,9228.71799,9252.26744,9327.03724,9039.70299
930.7157@487.89,17668.43404,36585.91867,24444.86143,12464.94589,9494.43332,11810.15977,15786.16024,8560.21808,9977.78161,8507.30793,4441.77776,9037.97754,7732.03488,15467.68164,3089.92265,17515.48066,11926.51208,20482.91082,11657.48889,10310.06828,7257.21046,18.08968,18970.30019,18826.69524,5711.51283,9026.93565,9474.88998,22976.45814,3117.65544
660.5422@479.46,16286.77058,18727.26128,20823.45631,12029.52696,13001.01643,16490.70985,17242.99575,9834.67765,14253.30208,10862.30177,7695.68973,19477.66065,18895.16556,12873.05401,15240.07981,13681.81317,23552.27778,19840.75171,15225.46927,20402.01352,16930.06829,8890.39217,22366.42397,18089.57155,9000.5371,4485.8783,11952.75747,30154.62916,13523.53899
424.3777@497.68,28368.63734,31558.05482,23484.84687,37009.67648,39674.70322,24460.69959,25426.98628,24584.12842,31543.44662,22491.4429,34189.47161,30350.04179,21731.07493,36067.78979,21996.41851,29061.17787,27115.72889,27632.32907,27283.28622,28443.01835,24859.53055,22812.81526,27856.70416,23888.95581,26892.88853,39248.90651,33438.64881,21615.17547,25117.57226
522.2822@375.26,4663.93713,9673.89292,21168.23602,13433.29259,38563.80537,935.3993,13760.32933,3864.58601,1822.17022,517.66521,2167.95287,1000.99214,8934.7778,3355.16378,1983.61397,5380.83786,21723.32155,30418.33807,2391.38633,3350.75885,19185.52328,139.13843,3383.0874,7415.41825,1281.26124,375.75816,13536.59049,1824.10985,352.22945
239.0591@309.67,65775.05657,57522.99581,64655.48207,65466.76006,60720.38301,62997.01773,60817.03314,53835.9419,68242.49415,15201.31836,58482.21477,63557.24269,58144.19194,64745.01393,62821.17379,59505.34255,65214.56061,65435.23071,57402.1187,59563.97822,57287.77635,47798.65219,67951.62504,60820.75222,58506.06984,61872.57501,47605.40059,58671.76694,52827.88406
696.7682@157.97,316200.75691,136237.97773,38068.69593,86868.91691,1080.47354,47733.27842,30325.70377,11549.51509,46031.99549,33370.9113,2374.76921,71734.31643,22687.07477,75904.41386,57148.05338,4514.7689,16431.8432,14907.97552,1503.29699,124330.69609,101855.28781,6162.11666,56068.2826,40666.24041,115661.97894,42244.8717,1151.12051,401785.79117,4267.05965
279.2337@446.92,21019555.27333,17617.63189,20048735.44784,20153673.43853,39276816.31366,7315938.49071,34972962.49183,10192918.16701,16827863.02616,7148519.46948,4658810.31602,25222494.30361,21903670.69623,18234876.42759,10638263.75657,17850714.38564,30967570.77658,32182415.19941,22280460.66747,25899588.65779,22782214.37445,1917875.65573,35245050.79505,32576496.4946,11086395.74749,17335067.76232,25681276.87333,27148541.22341,8269125.26698
131.0822@31.93,30289.62313,27813.44505,40756.04634,28886.41842,32669.00232,26553.14855,30733.50179,42349.66581,27900.89371,9323.9162,28668.30869,24094.37357,31211.13441,29200.39555,24776.13573,35559.21005,30295.17285,29038.65492,29642.88722,23401.80611,34394.40403,10791.83472,26808.58938,33882.29697,25582.20854,42759.81517,29370.47227,35632.72764,3004.97994
351.2494@498.52,129663.68393,152629.45252,143939.55099,113953.00139,147209.92097,104181.51874,129150.28752,170500.37183,114014.87909,90138.30295,189685.3789,111496.86267,100777.88702,138477.70402,102534.34995,147272.92901,253047.14586,179806.06986,132647.52557,170401.93518,117401.96277,73453.6034,132953.13573,132744.62154,81657.54959,195212.64839,136526.61413,124094.14683,98122.65113
972.7285@487.98,28311.91619,65024.72642,29869.20912,23583.53115,22819.75636,23968.66995,19944.92659,13262.00076,16525.96418,17392.22714,10481.28382,14300.7887,12470.6402,24471.21796,7330.82186,22745.21416,23047.73531,31504.01058,17752.7499,18005.16419,11355.91711,444.72823,27705.60827,30292.53388,9269.8938,17451.22488,18912.90577,29113.58143,7559.51876
161.9127@608.14,903498.06438,2756244.50242,1060226.84777,2039039.78353,1605335.50268,3994906.23026,2280017.72847,2122647.234,3041958.29143,4001115.7834,2518983.24282,2647612.8363,2558657.5484,2211792.33862,5839928.13461,3758407.61514,3557944.45692,2177830.21275,1249726.50489,198394.89494,3621487.40386,3973228.36571,4028776.85366,138866.5785,4668635.54279,1496439.59579,1213391.8623,5295089.14538,2440941.78772
605.4898@530.74,16856.71951,34153.16166,18101.6535,17136.45006,26844.7946,7423.8807,16732.77889,10301.4119,17027.33751,5763.66427,13023.53504,12785.96374,15953.92613,20528.10198,13429.78159,15688.41543,32671.55524,12643.84062,17477.30285,26163.77696,15708.65436,3175.58114,20175.83503,16403.19791,5766.5777,14864.40848,16773.19233,13071.82164,7197.97336
611.5022@496.77,56543.47072,324096.30847,48134.73752,66721.62075,203513.9422,21992.68624,101881.45333,12935.59853,42207.60754,20393.59221,25576.26564,65193.07335,28935.47796,98069.64261,23941.61151,42601.02413,114141.11279,100563.93294,44473.53131,103264.00268,46130.65326,8866.58455,109381.70395,100350.98828,16668.29955,38468.32574,61545.15163,73797.76461,12117.35545
635.5056@488.26,205417.16576,314565.5795,200864.49886,186767.92962,211108.10184,141671.76834,168289.38296,143759.24111,156563.05801,116296.22622,149357.46974,139802.22037,135420.68496,197161.46689,101143.39503,217293.43711,187191.37693,164667.35984,182183.19299,149056.49175,131997.62041,53200.25212,192011.47075,171116.93702,112843.47115,160624.98093,182908.78768,172569.0344,88578.99252
367.158@261.88,513446.37402,821766.19239,399331.44418,259898.00561,166007.78013,628429.99677,954690.47971,443576.01524,1961174.75267,203887.81813,1007049.51963,291794.93025,504787.44335,267402.63302,2210577.18401,1103692.32054,752120.76871,787075.5211,2243162.98074,406185.39714,1014978.18059,296250.08489,647579.55794,117928.4579,635150.86369,650298.93328,405780.23873,498358.45946,203475.20265
368.1609@261.48,107712.40749,185648.26032,83312.41573,52328.82723,34562.03755,133243.87165,205260.24298,94318.60639,435736.19632,41879.64215,218842.9537,60502.15199,110336.29893,58871.76442,496818.15776,239162.57527,164690.67508,175470.55947,501394.85144,86207.39577,218925.25015,62670.08433,138133.81748,23189.45068,140240.06556,140767.86198,84902.58489,104821.86177,41782.36879
385.3312@458.59,3840.12167,942.37078,5256.5755,1854.57269,1077.07098,9750.79152,5881.63394,9607.94818,22078.18355,910.58385,10212.81936,2275.53955,7878.87985,5272.76534,9359.28161,13995.02716,4572.74619,324.67117,17493.47164,411.81672,18741.3405,5494.6145,7312.96434,4836.19478,10305.21642,2603.81201,12015.52848,13553.03699,1695.11703
