,men_HCW011_RPLCneg,woman_Pt122_RPLCneg,woman_HCW019_RPLCneg,woman_Pt085_RPLCneg,men_Pt007_RPLCneg,woman_Pt038_RPLCneg,woman_HCW099_RPLCneg,woman_HCW080_RPLCneg,woman_Pt070_RPLCneg,woman_Pt044_RPLCneg,woman_HCW114_RPLCneg,woman_Pt032_RPLCneg,men_HCW237_RPLCneg,men_HCW059_RPLCneg,men_Pt095_RPLCneg,men_Pt010_RPLCneg,woman_HCW035_RPLCneg,men_Pt025_RPLCneg,men_Pt089_RPLCneg,men_Pt063_RPLCneg,men_HCW574_RPLCneg,men_Pt068_RPLCneg,woman_Pt164_RPLCneg,men_Pt047_RPLCneg,men_Pt074_RPLCneg,men_Pt020_RPLCneg,men_Pt110_RPLCneg,woman_Pt036_RPLCneg,men_HCW578_RPLCneg
Label,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,COVID,COVID,COVID,HC
575.4659@504.18,1091106.78515,1916887.68366,1143096.65675,227941.05036,1579245.37234,1337810.7315,19224.46225,651899.98815,1159561.03182,1684282.49341,764475.32816,1266313.2834,631621.0951,635875.65672,998644.04127,766213.1298,199899.73627,215950.86668,1024737.70136,477232.96484,1609010.55646,671787.29772,345803.99003,354577.69286,658757.5771,2095164.55527,258121.69058,412921.83166,1126854.55268
575.4661@641.49,53567.96012,79710.77653,66886.12974,14796.70865,65699.40817,64968.93511,20683.33008,23999.73361,44760.30153,57756.89094,51697.87621,44355.7808,19587.74955,36087.74175,34767.99869,43507.4003,14623.82643,18163.87455,49434.0231,21346.93953,88414.95511,52016.50921,15524.62546,11529.79215,40104.23256,92572.49744,27873.27558,19861.68326,73180.99049
576.4702@641.41,19072.05545,27220.29158,24668.00152,5122.86389,22980.69426,22727.51515,7644.75241,8579.69182,16195.82716,19981.96678,17601.87487,14715.79542,6107.90417,12148.53134,12741.26314,15529.4991,4852.3089,5769.16285,16597.4412,7936.13004,30076.38333,17167.25647,5160.78862,3192.89526,14323.22259,32278.03011,9425.31567,6021.28154,25151.02239
576.4706@504.2,309196.17453,555962.13865,333583.48967,144912.70658,448201.94613,371513.04174,106287.9365,177609.48855,332688.88033,501827.82328,339144.32822,361603.61011,165168.71371,160268.59074,278291.47055,196857.17382,115729.90075,77276.04614,294167.1384,125080.22198,469346.60143,260332.28878,157869.99386,93719.0832,85999.06539,640445.70726,210328.03349,78868.72081,332082.48502
576.9459@509,326647.40058,213106.40261,287837.16441,237122.12669,256075.48933,290214.51431,385756.47334,230590.01103,240054.4206,218077.40805,224518.52773,295314.93708,255202.80208,304208.33239,269195.48625,339081.66205,233761.70257,292252.9832,362122.35414,318369.90755,298968.87864,258752.51753,250616.81385,223013.46481,358438.83283,215361.31192,241224.60427,264332.73754,215281.26455
577.4817@641.38,34981.14473,49964.11956,48275.3926,18301.60341,52484.18878,43684.42163,18231.2678,14650.66127,37653.87981,47298.77124,34432.51499,48965.25486,21215.19934,28446.00515,33007.83309,34319.51932,4130.91054,15820.509,32700.67103,17028.46754,62953.75884,42041.95468,16848.86459,9755.27324,26365.31047,55389.39399,18562.23159,13960.83336,53452.52697
577.4821@505.82,269780.81492,915929.90089,253252.21313,547695.80091,879356.87818,495975.38869,191052.09036,226486.13138,519789.0255,598651.23527,340862.57004,991049.57296,522091.53462,115470.93258,691921.5893,258758.67888,368895.78552,191984.37218,251820.82913,129598.56517,620980.22891,220877.77324,462900.90088,203812.02212,145058.64027,464597.61111,283020.2832,269300.52013,856649.61482
577.9493@509.04,62095.06385,37231.86075,55801.78116,44502.98736,48493.11225,53941.66833,69245.56606,41677.19754,41646.89444,39650.84404,40844.41816,54431.09371,44277.58539,56555.48157,51998.56091,58337.52359,43037.15054,59238.15653,64328.07671,60557.31132,56171.70531,50667.29181,46836.80963,41193.68416,66771.62518,33696.69063,44351.67616,46566.21032,36334.96448
578.3458@391.04,7620400.06902,4718890.23629,7043296.72396,1351683.13092,5195700.70835,4222070.56783,5661505.62818,5351081.1056,4404839.56298,5952939.43087,5316638.82267,3908156.76913,2162200.87119,5351373.67332,3965156.7871,2622411.03208,1718235.44074,1458202.17112,2957393.21346,2840892.85061,6529432.84998,3374581.10037,1631809.71249,499781.12674,2699840.87668,4151093.62298,3367022.62398,2137667.09061,10043865.66635
578.4861@641.31,11715.91128,17245.42454,17267.56484,5469.44308,17225.84119,14651.94006,5786.35623,4865.13425,13215.25645,14791.20353,11442.81548,16932.40933,6740.79641,8652.7884,11135.10786,10367.15638,4667.15103,4672.95621,10291.00877,4626.11194,21708.76313,14299.23969,5384.06626,2971.25979,8457.33555,19338.23365,5439.94334,4840.55744,17817.6272
578.9438@509,99416.27405,69652.69074,91747.20449,75770.16905,81024.59866,92119.5743,122368.39643,73705.70835,75943.19338,69010.22868,70862.48641,91716.39199,82759.97481,97520.7475,86291.94415,112693.74117,75456.05984,94876.38532,115596.02879,100274.84725,97318.19634,81032.00603,79215.26974,68192.37177,121574.60426,68546.53811,77137.47396,83200.3448,69044.71601
579.349@391.04,2258519.88979,1407997.17637,2083308.12562,399959.70603,1549441.95973,1257961.33181,1687535.46023,1605957.87689,1320354.26419,1767256.56177,1581883.23498,1170321.04641,657355.2554,1595422.30761,1184827.02476,793426.51493,521741.28942,441831.18192,889713.80913,853808.34917,1939913.59511,1015633.30274,497588.10175,144760.02634,813447.86599,1234166.48989,1007446.19277,642317.36867,2989284.87564
579.3902@488.39,62743.60824,99244.08046,6411.87072,107441.06589,289315.49603,1152.51228,3667.20407,956.3592,435.61088,3393.45565,148816.02765,166998.08271,62877.81348,1126.26736,82469.24228,3299.07523,7402.94978,377.58917,28419.38327,4671.33633,10272.33403,139.88169,47049.82113,1210.66217,1980.40763,32574.07611,6854.73442,2023.74754,272385.94612
579.4963@641.36,10147.62618,15289.35641,12665.61003,5938.57936,16057.886,12883.15606,6823.34656,3853.77673,11505.01708,15016.55404,8002.58205,15698.23675,2081.90324,6988.78951,11058.0947,11491.77498,4874.19311,4432.63777,8790.44532,5119.62464,17355.80498,2559.29128,5429.69905,3112.05215,7601.80104,13673.56061,4805.7287,5079.20938,14955.19914
579.9462@509.05,23235.30945,12064.01536,18216.93286,14973.17733,16569.31788,17030.23629,20951.68692,13392.53368,14146.47865,11280.26244,13262.00545,18688.32595,15032.37207,19160.73908,15154.62978,19407.92383,13219.43414,15765.34243,20931.33766,17837.66089,15795.828,17191.66692,15169.5698,13558.9517,20440.22747,11732.58715,13037.34529,15712.69913,11631.64755
580.3428@391.02,721669.90592,468676.30103,666399.46477,131682.82596,521668.69939,413694.63501,543851.51449,521680.2898,420465.08436,589273.79116,524912.38183,381402.65995,213398.62473,514039.20473,383112.36287,259462.30555,169002.23405,139358.59489,297505.42843,273959.11243,630998.3848,328595.18271,170675.7248,48136.34578,259954.21824,407438.1152,327461.007,214174.18321,928424.8245
580.3612@420.7,5782964.96358,3005228.90119,4361332.02469,1025996.77912,6009474.87408,3390597.22478,3824069.59583,4083596.00201,3548898.77221,4269225.55728,4048437.04698,3082073.12604,2185455.83029,2883074.33519,2543015.17094,1809206.78532,1550140.09893,2204010.43271,2070485.25122,1719212.34633,5398401.32552,2351798.6484,2034827.04459,383833.41635,2111212.15245,3166183.82689,3062817.65221,2449894.36782,5839543.15945
581.3644@420.73,1746871.60187,908528.20095,1301596.4503,307239.2919,1810744.91099,1023086.12712,1159845.27588,1234877.7897,1067085.19751,1287544.73213,1226803.79072,933388.14313,659499.82436,877252.55444,772412.56262,552283.68354,473976.43259,670318.24751,627921.11862,518907.17786,1616613.47446,715541.64289,618309.81616,114490.65608,644678.53033,964102.55644,923520.43725,733471.89553,1748026.69831
581.454@446.63,3735.55892,256687.91314,17636.43465,47090.44068,297828.01036,590317.04355,63848.42768,13398.54376,447907.63056,27828.73643,215014.11945,195562.58138,15071.02263,63064.24978,238571.92062,74041.1193,1106.81661,110007.17364,46381.39303,1154423.91552,70770.17387,218005.35309,415130.50131,12978.67894,125666.30301,272987.49288,281444.67034,337637.07508,25700.73703
582.2464@342.54,5231.18971,876.05042,3451.68327,265.40776,1241.93414,10266.848,2071.33462,2464.39913,1415.39199,1612.80403,4381.42313,8444.11413,2120.05175,3224.94906,1708.28889,2391.99592,595.83447,21811.03665,2298.57325,63.21026,6840.28438,4344.26724,91.10942,4926.46284,3172.75667,15694.36591,3884.66297,671.25099,6157.29385
582.361@420.73,499025.09254,266523.41453,367203.83092,84569.41979,520366.55541,281650.28276,327740.84032,354018.30396,298371.69708,370246.7522,343543.64161,263164.60727,182300.2549,244652.93267,223148.23999,152102.20353,135075.28209,175303.83017,173544.57926,147584.85804,446957.13465,202416.13276,177280.01937,25419.96158,177516.09448,266275.1818,256876.15801,212896.55227,500908.18153
582.3758@483.95,175953.19996,98771.60897,147201.04135,49237.08929,103035.62741,114384.97782,66933.86089,123815.93759,104026.2982,122422.11732,158770.40525,95568.87805,72777.04879,97564.81007,51247.39653,56678.29207,38302.41217,56377.44702,71890.71709,59775.71289,196975.59939,64769.01268,48548.97349,15702.55223,53230.83751,89970.36726,79271.1805,45107.64297,152782.95776
582.3771@459.79,9872933.56855,7498088.22816,9125316.51631,3318189.74515,8510944.03879,9821034.38846,4343017.12003,7989118.87152,9215119.69117,7958594.24098,10229449.11116,7468988.87221,5107002.52001,6989791.58944,3832777.5989,3808505.63704,2132866.57296,4352954.4864,5097055.92027,4182398.62672,12549619.47586,5681984.66318,3633548.32879,1291447.44754,4037327.51492,7262821.02648,5915082.86623,3573169.44857,11426281.33328
583.2545@227.62,22755.43314,38170.56702,26410.70589,10952.35968,26498.49896,173294.17937,10668.44249,11172.32749,163409.38258,17960.26327,85566.93046,177857.88881,15845.51926,23168.03588,43088.19609,9184.71257,4497.68722,162781.30173,29631.63576,17539.2955,69650.51277,94189.09612,19118.4306,18431.21765,20779.51947,139921.40348,85648.89963,34336.67518,60052.1495
583.2547@342.52,284150.33947,63956.72577,246955.91745,40449.55527,87379.96468,590709.99241,145428.34512,153103.68576,122404.08134,85091.49398,247235.2919,447045.55625,160902.40131,149041.17896,101983.59941,133283.16963,41605.30307,1487812.92329,120915.46938,7306.94756,378678.10171,281128.45342,290.76464,239615.50128,186847.45323,1056886.28808,309304.88194,80506.49772,331176.77856
583.3483@420.81,172717.61503,69616.11512,104013.03591,17941.17759,179525.36585,81067.31976,103330.64615,106389.989,86959.77755,113723.3001,86997.8697,73591.87452,50288.39223,68320.475,58812.70576,40562.11789,31544.71215,45600.54462,46864.33874,36882.94826,150770.92275,46184.55361,43726.17534,4828.87117,50904.47315,71346.77988,67239.27116,27881.60141,158590.94096
583.3806@459.75,2948393.23596,2253597.15945,2718557.18282,1011479.97481,2546992.28213,2925891.2646,1317435.92347,2385089.63553,2749440.64232,2377825.5967,3048512.12876,2234771.86595,1539417.76671,2113362.72488,1163989.96033,1160947.4958,651761.65042,1321764.97038,1550403.94222,1266017.46612,3730818.49775,1715198.2049,1100316.66504,388253.37716,1231951.60523,2176704.9024,1783692.15231,1086302.20605,3390043.39425
583.5623@636.94,2525.28731,5753.29319,3200.09906,5271.2085,5624.77168,5639.22716,222.65189,4621.83088,4970.59438,5251.87454,4975.31716,4316.19068,4619.45072,2701.87265,5656.47034,1490.37893,4894.81947,2915.08588,557.21701,2945.10619,4345.37679,4833.61264,5467.44905,5725.96219,289.62287,5395.44454,4999.13991,5309.83685,5596.46955
584.2579@342.52,102209.70926,22647.186,88563.34478,15357.5744,31621.23091,210667.98394,52879.70903,54973.61773,44399.76664,31704.51396,90345.31881,158240.99459,57425.77108,54293.74099,36745.37955,47398.65004,15599.39652,542348.49979,44077.32148,2096.31504,136183.78573,100685.77821,227.15873,87415.76719,66613.47179,380048.75979,108811.53934,30167.92888,118758.46365
584.3777@459.76,801572.37715,633249.14241,745812.41618,281947.9077,701831.39333,802263.06912,361134.39757,675931.50397,754318.05861,661169.22455,848129.93356,614484.81589,433931.24323,573310.5197,330326.42091,323130.65569,188879.7919,370989.09102,424717.62318,353649.48563,1012489.8429,480779.93318,310238.80061,111407.73205,340854.61929,607615.04628,501831.10714,299168.60442,908569.24881
585.1785@421.07,9380.12048,7984.44797,8177.12127,3129.88549,11287.9813,7647.8747,8365.47526,9813.27589,9191.93439,10554.43643,10382.05781,7937.78559,7308.39739,6896.9321,6557.40915,4751.23839,7317.5918,6465.55631,4703.99278,4333.73437,9911.80151,7094.05855,6670.86069,1710.46419,5644.13232,7867.88508,8033.88544,7196.949,12924.15021
585.261@342.53,21823.84933,5124.65733,17244.03612,3188.58254,6612.82102,41919.55709,11250.54688,10612.23163,9067.20627,6447.61416,18414.78887,31892.7427,12675.54824,11376.87688,7907.64929,10400.37515,2815.22586,106840.89618,9081.95413,721.40652,27911.07738,21607.85475,158.84253,17059.30137,14207.35342,75800.32785,22591.84761,6445.78158,24175.92626
585.3417@348.19,11417.89723,18946.21697,13714.39397,18684.10949,15945.46212,17654.55691,10993.5372,17083.82301,17842.93603,20438.57276,17047.46232,13948.16539,15433.98922,12192.14646,16069.97746,11598.36683,18483.00391,12544.81565,11916.5887,13519.37142,17659.12523,16659.65038,19317.99104,16999.6494,12559.31084,17968.38063,16273.15792,16485.55124,17625.96017
585.3609@459.74,402537.57656,261040.62925,343781.44919,97598.32667,317412.88638,360634.88855,149707.2384,284707.80582,322954.70851,294770.22196,378584.32322,286320.25226,169710.42721,254131.5537,137832.93508,125660.02212,57426.23047,138790.22795,178706.50099,133931.07082,490013.04509,189057.71509,110732.96308,33317.43082,141922.64659,248345.66623,195683.39517,108877.64688,397388.08683
585.3975@498.68,26673.55887,22481.43881,20220.23105,10503.51668,15050.01764,19219.38217,27791.21769,11586.16809,9103.67386,9507.73468,8136.61544,19923.94537,10765.71068,18414.68071,35135.11317,33836.45524,13034.63833,26741.11266,25511.70501,20220.96774,23816.50219,14026.39264,10483.07433,8409.25295,27742.32478,7758.63931,8672.25079,14028.48781,10930.74238
585.4865@488.08,2949541.59262,12641702.73381,4527959.37861,6009108.15791,15437872.50238,18782433.96433,7901126.56877,4131043.16763,14884017.20746,4227040.82552,11953728.30268,12299482.52961,4590622.04983,7392270.31695,11918517.81798,8371640.44079,714253.26863,12568298.82006,6735906.82584,22267250.29972,8605294.7388,10609988.53238,17715587.56264,4152847.69947,10330786.04944,11158210.02328,12326998.91387,16430446.50623,4864963.70296
585.7303@487.98,50273.45305,174338.5594,126837.59486,221231.36941,237553.62843,826312.81156,343459.23115,97377.75517,218256.77381,121487.36525,526107.92181,182227.14757,25009.6775,64031.04164,530981.29486,93020.87774,685.81546,179309.25177,262375.54561,375980.86282,91928.3327,436734.77005,268406.84529,43260.559,430816.42642,142528.20121,506000.74349,251203.98024,153705.95205
586.3585@459.66,72858.74616,45902.21279,61267.55147,20015.32391,57316.03133,62783.1018,28614.63097,48727.16225,56650.26222,48551.96427,60497.47837,52196.28606,30526.07088,49562.89431,28710.59273,25407.57902,8929.72205,27562.41315,33504.38054,28944.20182,84859.29595,36053.99036,21896.10173,4441.06193,27532.89521,43847.02929,35503.12297,22170.19533,62906.31029
586.4897@487.95,1107678.78507,4677433.75421,1727534.44841,2303195.92441,5859981.82793,7172718.80996,2993603.47351,1550387.1461,5514008.63609,1580646.84426,4548136.50901,4666775.71978,1757392.40631,2842847.69709,4537243.46393,3179709.52759,268351.05198,4800191.41789,2579766.88627,8653998.69739,3265911.50608,3931858.38835,6593494.83097,1592811.9326,3961840.5346,4121184.03089,4567480.58123,6249909.55192,1845196.43877
587.2562@459.74,7310.48912,6562.5105,7174.90124,3902.57468,7164.00571,13394.8105,6120.19228,7259.2954,11988.67033,9627.39028,8557.30433,11064.39616,5063.78454,5755.44789,5041.89504,4182.96747,5088.29037,5369.9131,4142.94566,5529.41369,18024.21637,5727.02546,7126.52663,3381.60975,4381.83293,7229.99443,6075.54364,4947.90036,12844.55833
587.505@479.42,1653761.54105,2147517.03479,2165888.7602,1797468.55193,3061588.58552,3560071.44184,2505469.67456,1397507.10921,2907178.70633,1297083.96345,2214654.41619,2604598.70772,1609463.14956,2392065.5592,2773028.45882,2525510.695,836614.42857,2991311.17491,2598191.01552,4266660.19794,2360725.18884,3185081.93479,2640998.52344,1348336.75112,3357510.93285,2190128.31643,2564045.6528,2625009.34197,1398454.09916
587.5062@513.03,1404104.65152,727261.31663,1070046.09788,910562.62771,955677.383,1182951.88398,1700730.03082,937337.63977,884962.3047,690616.16193,900074.68763,1031833.95149,867403.80685,1298322.07189,1099824.74236,1648603.76791,940580.22664,1278710.01083,1471431.03054,1489101.46006,1197157.70247,790030.98854,1066185.67702,890723.38027,1646099.97793,750109.39032,1039765.20353,907686.26876,593599.32479
588.3299@390.05,687665.76612,518891.15744,338653.36309,414896.63603,458503.56235,689833.38357,571762.36646,754081.36979,631402.37597,743300.25145,1001906.82693,288783.76868,350256.43611,791148.48565,701267.54455,454306.55946,105736.19915,503812.09804,522544.6577,499111.5576,556962.27834,578468.65179,843370.76336,213178.70718,641902.07634,775876.60612,1030007.91867,411909.36026,739917.7229
588.4374@498.49,684.24652,155061.67787,130096.59249,125140.45033,197526.52723,660.61786,177642.35509,164843.76826,502.1893,40653.58251,13803.80538,272865.0001,68949.92699,126146.36478,159529.3429,85863.55486,481222.86293,230913.76395,136159.92891,241356.25413,163582.30018,193414.94152,25.69104,99973.69035,239216.94575,129253.84568,240334.00393,93176.90466,155237.97929
588.509@512.92,569069.34584,293031.85493,479543.79406,362656.72589,379475.83766,439286.59779,662498.75659,377488.64819,314666.51613,248782.9376,353610.51322,408349.93923,327287.09945,515452.06544,282579.4779,401338.07368,386204.40301,530217.24104,601977.87079,655827.1801,501594.89889,325890.0858,374360.62847,377242.90336,638138.93808,316813.27085,394504.05698,428200.44778,259970.15452
588.5098@479.38,674002.8794,901299.43269,905179.28903,742362.12639,1278339.37011,1571284.05197,1076128.75149,579791.07109,1245295.31575,524093.01537,907389.04448,1068955.88202,665296.97684,1012524.05285,1180837.81531,1046221.27926,327788.14578,1244034.41261,1063380.87502,1847856.58206,967425.76351,962999.85902,1114834.92771,558523.3755,1390221.10382,897459.40117,1047542.95729,1085380.16497,553967.25439
589.3328@390.02,200052.63258,152039.4901,93601.32225,122493.95129,135294.50555,215293.33448,166173.48753,221096.07389,187669.98897,227574.71111,302372.00752,84045.06106,104467.9033,233638.73217,211421.72473,129648.54901,30483.27886,151491.58256,156997.50765,150532.89781,164741.02063,172186.3459,260455.29091,63584.83691,191739.36649,231195.79177,311697.56908,121091.95094,212675.88087
589.3886@479.03,10476.38936,7928.05399,9612.43367,7571.59576,18750.46274,21750.46483,21745.71807,6789.00505,11778.52246,3861.28795,10396.52785,19073.61438,7169.57524,17572.07546,21026.22806,21937.452,2711.44992,31720.61896,21715.91068,46599.67905,14631.37114,8928.25912,14307.45808,4293.39214,29141.01476,7530.16778,14942.8133,18974.72094,2836.07702
