,men_HCW011_RPLCneg,woman_Pt122_RPLCneg,woman_HCW019_RPLCneg,woman_Pt085_RPLCneg,men_Pt007_RPLCneg,woman_Pt038_RPLCneg,woman_HCW099_RPLCneg,woman_HCW080_RPLCneg,woman_Pt070_RPLCneg,woman_Pt044_RPLCneg,woman_HCW114_RPLCneg,woman_Pt032_RPLCneg,men_HCW237_RPLCneg,men_HCW059_RPLCneg,men_Pt095_RPLCneg,men_Pt010_RPLCneg,woman_HCW035_RPLCneg,men_Pt025_RPLCneg,men_Pt089_RPLCneg,men_Pt063_RPLCneg,men_HCW574_RPLCneg,men_Pt068_RPLCneg,woman_Pt164_RPLCneg,men_Pt047_RPLCneg,men_Pt074_RPLCneg,men_Pt020_RPLCneg,men_Pt110_RPLCneg,woman_Pt036_RPLCneg,men_HCW578_RPLCneg
Label,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,COVID,COVID,COVID,HC
602.525@507.37,52751.45487,115438.9402,100813.93513,63465.35071,191630.78554,178562.945,96719.06918,51086.63262,183390.54375,55224.93209,128986.34222,130507.72249,52768.17318,122656.43416,179188.01078,126967.72901,19503.51697,142771.59717,109358.37079,395924.65835,139284.40435,113086.7991,192323.62411,48967.79646,190646.05557,117814.68114,120335.24023,164764.89653,68600.26824
348.2803@488.18,4956.20958,10129.67538,7019.1258,7607.18857,9786.85864,11203.72953,6492.37024,8377.02229,9470.9479,6320.45244,12253.08288,8613.89986,6652.17376,7876.67823,11070.16914,8592.19901,3746.74813,9463.90027,6909.75809,12847.55382,9095.07772,9547.73385,12018.087,6928.78981,7212.12462,10394.50866,11748.51901,13044.26369,6197.7819
927.7847@488.25,91653.23347,155617.30239,117877.0291,106849.28986,232594.70244,231492.68191,190791.09326,63922.43637,188023.43096,66425.51854,162738.00625,196792.35472,78919.21654,147018.51093,179435.91411,172042.1718,32994.88631,207490.33895,167138.74602,333523.89783,174059.00989,136434.6188,203164.48614,71692.42524,229809.68638,121035.52651,139141.92246,197005.15941,80127.56325
729.6029@488.27,12159.1387,43537.3532,10529.25584,17884.59808,29580.53882,45706.33849,4391.75733,17613.85129,20041.02266,9563.33254,20728.63585,23651.7206,7623.28911,19955.98767,36047.71578,28397.74053,14714.10268,23306.62235,15773.25165,53865.59536,22998.96245,26295.66233,31189.54258,15204.01094,16825.09006,22565.38837,41642.40017,33932.48865,13281.95667
271.2271@359.86,78542.16913,106306.59394,137499.40508,66290.96001,113094.15108,165136.59706,84631.81131,80256.14466,124355.61282,77618.71476,100480.06526,118967.46328,47524.86554,95277.58233,104118.80237,96514.58774,39296.84769,101591.84359,78409.05898,99893.19597,112324.73498,118181.53788,121038.62384,49860.98267,91015.93211,154871.28552,162923.07393,149526.61353,110384.15914
470.6659@48.32,9008.4133,14950.18542,18916.57207,16743.47211,35377.68658,45878.50247,6877.87415,8805.80634,32862.29486,22881.24289,18268.44123,22208.35558,9590.04742,10698.98536,20787.68943,4730.05516,3187.75471,38709.14917,37780.89414,20071.27159,24033.10385,51941.1959,19252.43726,3921.31912,18899.68197,38580.36529,16322.40547,11698.17334,19792.96975
611.5056@446.89,6846.54312,46049.20372,11092.452,18006.00269,55775.46245,83044.29499,35179.55502,7165.24553,63132.12004,13965.79765,43079.79956,45131.98151,7937.51985,26684.22204,47016.89598,30690.6049,1244.51563,36489.16047,24810.37364,132764.63017,28516.49882,41599.07286,57487.35998,5789.41311,45670.77432,42925.48437,45156.48164,50454.58987,13840.88173
590.511@479.3,35841.31858,45863.87907,47949.48247,38670.0251,67183.81711,88953.08841,60997.69256,29285.52218,67944.40904,23629.6272,48785.64609,54727.40514,34234.74534,56931.27752,63694.63937,62685.96102,14013.98119,73353.54667,61622.68091,105916.63886,52288.83925,54107.10755,61607.57168,27985.63546,84931.88142,50977.44275,59956.492,62243.4087,24593.0774
335.2194@429.98,2803.89711,37373.51876,9055.66233,18409.17213,58715.94934,62297.97795,10740.22004,3920.69331,35130.15608,6373.14655,33778.41451,36138.27018,9629.50446,13124.21794,11771.55679,11241.16366,2021.97398,54105.64703,9454.8688,43927.90369,15875.68071,23742.69817,84378.13058,6458.72659,19426.83182,21684.25953,53631.98955,66906.81412,7154.55762
372.1951@530.72,2733.8209,3750.29558,4990.31339,3395.34955,7299.94088,7844.70124,1954.59427,2882.38048,7291.61133,2364.21167,4419.93279,5732.11762,3340.31814,4469.28785,7253.06692,3092.99093,1741.08165,3587.39217,3016.24043,6754.62417,4035.58514,5591.16829,4884.60308,2445.44034,4328.83933,4884.43963,4560.6107,5498.13531,4854.22947
176.8947@638.79,6224.01549,16969.07929,9196.17124,19186.83142,18402.2574,14675.34269,15591.36481,15673.17039,12958.549,14413.64195,18375.60459,6460.45598,15198.61881,12167.47432,13316.3024,9152.52223,14614.00376,5003.77901,9905.21122,13524.51246,15456.44269,15457.34486,12205.22122,14744.43078,11536.1335,17462.42255,14117.91379,15602.85671,18933.58573
322.2647@479.34,5039.7615,7629.92407,6448.7445,6880.2373,8805.73536,9609.65948,4900.50525,6432.00046,8861.95059,5495.09713,9308.39165,7424.02912,4175.082,6514.08601,9547.28389,8214.08154,3918.42216,9068.83136,2708.45754,11837.12492,6235.40881,8076.32781,8813.28549,6139.82053,7792.64381,5776.43997,9490.55935,10584.21242,5932.57784
264.196@411.77,43904.03783,42650.59247,42342.09727,44083.6717,42368.95987,23500.82423,43457.90872,41688.87576,45471.25202,23023.37393,42927.22394,42655.0908,43397.61383,21836.13937,23591.17188,44797.02784,42664.40633,24363.64959,43980.48863,24278.52937,46071.14884,45085.52443,45632.50994,22638.16631,43886.52176,41878.54348,44389.84982,40728.20223,42274.61857
998.7949@479.02,15942.38136,37488.8168,45352.36572,23257.66964,39944.98298,53453.98623,26793.73988,185.79452,52325.02708,20790.61225,46809.36712,39028.08359,2312.5922,24170.21383,342.38211,16188.53908,180.14322,46326.84401,27458.83639,25551.57223,5275.70742,26342.10441,107136.1847,2275.06446,34438.10031,1729.64517,1585.52649,32849.87696,32102.83608
612.5089@446.89,1835.83085,18924.58969,5117.09127,7100.69078,22083.41659,36784.42994,13622.53936,4393.22829,26375.53657,6015.7247,19410.06787,19926.45143,3403.376,12224.45611,18375.77529,12521.55651,578.64457,16117.46651,10925.01149,55646.94932,12972.59368,17480.28116,22540.67621,3450.17513,18722.06971,19082.39009,18671.12938,21801.51606,6581.28496
504.2167@488.25,1414.61682,10666.90612,2798.52197,3459.42349,9930.82447,12158.95459,1441.49797,2772.60213,11706.54599,5155.39426,9589.15134,7100.49671,3423.14476,3147.03743,8483.33629,2511.57804,827.73495,4888.31772,1225.75446,8575.78002,5481.80429,8192.52548,14402.14016,3697.79153,1802.75648,10833.43276,8677.92993,9267.6078,4376.70228
400.2534@480.95,9702.64173,7455.9576,7040.03318,9346.91873,11106.35516,14272.47898,6439.10129,9536.27545,10901.88909,9149.27456,13581.11854,7914.96211,8273.74213,10709.67263,13305.81433,11612.50366,7217.23111,13549.21687,9034.30644,22626.72421,9213.89495,10716.60514,14995.6866,9875.56483,14234.54649,9983.04278,6950.11746,11146.37064,6670.12806
655.4761@488.09,7279.64142,19340.19866,5165.24542,10286.95509,23613.93548,26016.78768,13038.38891,11545.53757,16626.26109,6618.40673,26324.42363,14879.22225,5702.91071,13536.67048,21593.67849,16387.53354,902.96884,23637.48928,11899.20683,48192.67306,16911.81983,11816.06327,25888.94417,11010.33087,13491.58506,19742.78033,21475.2699,27437.96679,6299.18904
389.2085@377.49,26276.27178,29650.85949,42357.98322,9034.20229,70158.48911,48934.04453,39747.45213,39679.36043,23885.65984,44567.35611,58152.87966,29233.396,26340.61248,17374.70752,6988.71159,6266.31908,15248.83769,19799.13532,7853.68719,4756.02665,39358.41182,14041.42226,12536.49892,1389.73376,11037.56517,21404.6397,31214.80747,13703.78722,41669.72924
522.2822@375.26,2167.95287,4529.40578,1605.22599,5922.51819,12322.34571,3383.0874,375.75816,935.3993,10713.71754,1281.26124,2730.20388,5498.35858,352.22945,1822.17022,18144.42264,3355.16378,281.68865,4663.93713,22117.53639,9673.89292,5380.83786,13408.89103,30418.33807,517.66521,8784.449,20963.524,1824.10985,3632.33849,1983.61397
660.5422@479.46,7695.68973,18965.37314,17256.7135,16097.42694,22164.80486,22366.42397,4485.8783,16490.70985,20408.74537,9000.5371,18539.20612,16637.55836,13523.53899,14253.30208,21754.94061,12873.05401,2564.96302,16286.77058,10584.66301,18727.26128,13681.81317,19314.80932,19840.75171,10862.30177,13783.98392,27805.7232,30154.62916,20293.11317,15240.07981
244.082@496.46,211487.44307,84111.69054,249483.68126,215514.46528,505603.6988,419945.75006,83959.80925,252713.0346,529597.06595,303857.2369,345962.38295,49303.544,178739.43305,252941.01663,298469.34558,211579.29638,155281.92583,294409.95691,191416.01843,319382.89112,28043.55917,397905.66413,326232.67959,252444.16868,174740.10165,358995.31445,424935.87969,341429.53483,185199.62489
973.8053@479.09,5862.54918,11204.24798,12901.05939,11244.88866,23807.52747,21160.66838,11185.36409,1915.51944,19241.63433,8954.70113,12848.65285,13325.9132,14569.67101,12124.59286,10356.9565,12253.05814,2369.44133,19569.3639,12419.77883,19231.15375,10706.66896,13903.59116,19926.3429,3364.77269,19199.31623,8467.38916,11368.56934,8105.20051,8163.4218
601.5222@507.37,154831.08611,291718.08292,255549.84032,164135.73495,482643.40808,450267.17963,255245.38038,138169.03327,463793.71989,101043.45391,327206.6205,335615.30351,156762.54109,321326.41211,451298.04843,381541.92751,67131.08492,358199.63751,287082.27207,966313.42591,353023.24127,285870.41981,485825.58298,126214.85851,491182.8575,296763.86789,298260.32556,415245.54932,176522.0933
605.4898@530.74,13023.53504,13261.353,13780.70493,7134.41663,20705.85119,20175.83503,14864.40848,7423.8807,19384.56791,5766.5777,11588.97013,14409.21961,7197.97336,17027.33751,23422.42227,20528.10198,3364.75086,16856.71951,15495.05003,34153.16166,15688.41543,14051.31642,12643.84062,5763.66427,23811.11186,14043.10283,13071.82164,18079.64378,13429.78159
306.2512@464.71,66660.60249,229145.88162,103091.1667,82078.14789,446707.38528,404862.45917,169874.17293,117478.04091,280833.1201,91440.57526,265111.023,188423.53223,126789.81484,109681.63794,171732.1484,103188.37061,17190.3296,158524.55437,155512.76964,320370.80834,143480.89163,173130.82336,195773.1103,44772.80914,227915.60582,327645.73502,201030.1011,125435.16863,145369.81544
600.3291@367.87,266445.62804,139231.5667,190630.70444,37852.03324,158519.67938,259755.93753,151618.76264,130995.07971,129884.56485,193432.99647,444534.45746,185144.74164,134463.70193,107227.87327,61300.84098,48324.11896,71949.3626,54654.90713,44439.53567,70022.79132,248788.33129,41997.43143,68396.25093,17455.48117,85863.57199,111524.47253,199514.01154,37640.20498,143591.74951
277.2171@411.9,257784.39227,1515156.84361,484992.21639,768813.45025,4480460.51255,8912096.8116,525780.99867,320706.0762,2313928.98117,517951.43545,2147224.04159,1653944.18897,463615.93541,679170.40404,1032532.09254,895783.76928,33779.05201,1193919.00011,677935.78389,5108951.87662,948242.04197,1264987.94799,2377791.62329,315268.4569,1381628.1398,1602203.39029,2271231.43332,2055132.17911,619573.27024
278.2201@411.9,48610.79595,312521.06855,92345.54521,150464.8179,926873.29825,1822746.70833,102161.96974,62071.84047,476940.67004,102701.24359,445833.9965,336175.55593,88678.90498,142623.92038,208754.64809,180791.96333,5650.96871,239963.13882,133041.11086,1056892.34721,190302.58941,257544.77092,496725.57251,62540.00136,281887.93326,326241.51661,468094.66616,422584.47062,121654.9667
499.3778@488.53,279022.45737,204969.95004,88542.59019,15031.49028,121049.6258,136571.56699,23119.57034,57238.41588,140120.25174,145467.3172,148334.76292,117166.75828,14345.66461,144396.76157,137522.72782,188524.6319,5673.93994,68253.14736,116165.32175,100159.47089,201868.96704,109979.89801,65308.66501,23670.74681,160563.02067,287817.58591,76695.5557,154845.76739,370354.33266
359.2193@411.84,1532.31426,13602.69522,3941.97748,5312.77356,34500.97167,67392.70098,5381.23523,2484.56937,18955.30693,3876.1518,16534.06798,11455.19273,3365.96137,4650.60571,7138.76684,6426.75024,447.61197,8389.85601,5035.13843,37918.99099,6731.03075,9886.50489,18002.87596,2051.86789,11022.70933,12684.23829,19379.42693,15226.33647,4873.12653
959.7179@487.95,4200.11414,15684.42823,1900.86624,4490.32021,12663.50896,14981.76397,6323.42663,6112.67669,8854.37387,1602.11736,17174.63305,11482.66577,2690.04555,7217.10214,16162.53472,10799.21519,0.0,15298.09677,6243.08439,32179.09339,13390.70674,8141.50123,15484.02699,5592.5599,8686.49394,14143.07215,18105.40194,19572.11735,2331.99541
952.701@479.3,20820.44128,49027.71188,12311.83348,28907.1468,16494.61946,50869.82418,20168.67489,26805.64411,25775.90725,14456.01345,31518.40472,53397.1607,19618.03461,33020.54242,60387.62532,22595.49004,11842.83263,47938.63351,31985.64081,53009.2884,35135.29823,36626.809,22177.4112,16150.81938,26112.95947,47651.22476,28314.24618,59378.28687,15290.83345
610.4894@479.78,50388.1322,73446.26917,51440.63183,46153.12875,109884.75147,157781.57837,61444.62689,56657.20407,110989.64146,42038.69219,116136.56967,67248.41775,38386.3497,86911.61181,113058.29065,76743.42557,28097.54775,132555.30571,73411.96655,275735.46631,94872.96886,106672.43582,132104.95065,40367.34051,143346.8812,98814.16291,111321.79557,97012.77908,42506.6466
76.9692@482.31,130605.5471,90464.01118,104127.29431,107460.76182,93332.78829,102989.96891,116378.76972,125491.1151,91916.81286,101879.06013,103812.13276,99086.71388,112342.96266,115072.67592,109454.0393,121257.91097,127339.83938,111719.98392,116129.38723,104994.47851,121036.31468,55031.52288,96656.84498,111627.82582,112143.22732,95739.01115,111090.38773,111910.38451,90706.84009
172.9569@482.65,332535.05668,188935.64341,225984.58784,230848.84848,193657.81114,92912.49121,285371.75077,304063.5506,193825.71796,223228.91139,250632.60587,231306.89935,240946.46793,265676.44001,258874.81386,296940.35999,326268.42087,271372.28643,285946.69699,248032.11524,289064.79605,214266.6436,197429.77913,275204.23038,246577.13373,200428.97754,242529.16016,236693.59774,187315.57792
441.2397@406.53,70380.18209,116685.15081,69512.46696,30594.82365,142632.54504,100929.84258,85281.80122,158878.05837,91868.45279,106658.82226,166527.51488,51310.81184,100099.39387,54981.67328,33632.15479,16753.11581,34148.91987,29176.04093,42202.49387,17745.10728,89816.68844,56346.20542,26122.23531,19070.88919,25070.94864,154583.94093,78910.17241,30704.07676,276316.14307
384.214@531.03,25478.69798,26480.47951,28636.54663,22006.09905,33470.14712,32227.09004,23358.06452,19677.87459,32632.97387,20697.77416,23564.87868,28546.56,22724.11808,29740.34397,33409.33192,27437.55051,12730.51292,30409.56707,24671.77753,39265.9881,33360.52058,29180.43096,27025.97542,18198.04468,27332.15189,27688.87808,28431.68269,32284.25576,25620.86457
286.2093@251.15,3459.15056,7297.57026,7154.65819,5501.24944,6297.02674,8739.03767,6016.68717,6286.55647,8004.09184,5254.80299,5636.11092,5980.85973,5949.25128,6145.66063,7134.78127,8241.87373,4599.84078,7763.14009,8352.79794,8396.05008,6957.29464,6963.15351,6384.18565,4832.79256,6569.32539,7830.28471,10126.49618,8064.67115,6753.34551
930.7157@487.89,4441.77776,18068.0584,1733.5833,8363.97207,10886.02935,18970.30019,9026.93565,11810.15977,12708.73019,5711.51283,31327.95511,14822.59835,3117.65544,9977.78161,23769.50571,15467.68164,73.89932,17668.43404,8674.42271,36585.91867,17515.48066,11072.29511,20482.91082,8507.30793,9418.474,17441.21268,22976.45814,24271.79907,3089.92265
894.6146@496.63,141631.09169,194272.95632,801768.3977,1109858.77817,532053.89984,13843.78051,802935.46589,539218.17059,925278.99743,377506.5405,280030.03265,94377.4715,642001.63724,222886.7508,855746.75913,123929.21959,634705.99921,245860.6151,377006.42865,707900.58921,970955.96302,646821.92623,623148.04583,741173.84299,663574.16078,609329.16039,1071523.26466,517126.91661,783406.0412
651.4217@478.84,9425.90868,15467.0175,9444.04573,10241.58763,15848.4206,17914.66585,11186.55399,15980.58571,15309.92337,9687.05092,22779.63012,15184.94134,8837.43591,13770.68611,19664.98594,15774.29826,3521.81658,26989.65726,13095.60345,23537.38721,18853.54208,11923.99774,21272.24313,10246.11403,17536.28216,15038.50566,23458.86543,19950.07342,8917.59552
377.2716@482.2,2249733.73256,1102801.04871,1721039.52035,1467408.17609,1192167.22337,1157831.24561,2097106.76812,1717742.083,1083998.63578,1525112.58582,1317284.21063,1459656.35759,1634326.93747,1724925.11804,1417145.31292,1960447.78338,3269160.08425,1546335.31456,1950118.55634,1225832.69213,1635418.71741,1258645.92486,1113792.41984,1741699.97331,1756953.98176,1113252.03379,63685.71383,1252493.3765,1333186.36663
590.5195@530.52,10232.95903,9651.52567,9337.51171,6913.74748,15716.51002,15405.53665,14566.09892,6467.26385,16243.37955,4699.59878,9386.26112,12342.85629,4645.83697,13959.56458,18161.28359,18919.47434,1950.52235,12183.61706,16890.29563,25879.73846,12074.39452,10928.20805,10479.03256,4611.86598,22547.13126,10040.10492,10143.26048,13764.78532,10329.93671
283.528@487.98,19113.6334,443259.43412,530940.1024,204645.37961,1780386.83214,642698.50084,890241.50882,161271.11106,1689290.64756,553363.06949,1271587.94872,404662.43898,561235.3805,818533.91787,1289427.99007,257964.03921,3244.10633,388786.71995,743919.97574,2173109.52162,267699.79684,1160470.50707,1239449.13857,511802.63266,1134662.71383,1320952.12418,1344054.80328,506475.42379,184074.22969
198.1127@166.86,9896.76306,9129.14136,7417.50417,9256.12282,8162.33843,10643.10617,12381.63847,12761.36312,11309.39686,9780.4857,11173.67347,9175.36024,8684.37862,9883.48296,10180.86147,7212.56557,9133.79253,8074.165,9145.50013,9206.08292,9966.66287,7577.94536,10163.48911,7751.55859,9168.76549,9018.90391,9862.37571,8435.06044,8921.01012
797.6557@492.61,590595.89772,150112.11628,310475.73634,12226.89881,240651.09671,473665.61654,466267.47905,249548.36334,96626.38913,107855.7794,628741.94171,216464.07902,186277.5773,257428.06731,392127.76571,475608.44649,788026.02759,80454.66891,429673.02873,98211.53976,455044.21327,174291.92576,241605.04812,393558.91227,341646.26386,225291.65962,207427.85973,66669.94633,321454.10492
279.2337@446.92,4658810.31602,27211002.63743,9670932.3178,14407407.78416,28884202.83424,35245050.79505,17335067.76232,7315938.49071,31869033.61662,11086395.74749,25525431.82077,24831027.36357,8269125.26698,16827863.02616,25661628.95733,18234876.42759,1178705.64781,21019555.27333,15307218.99531,17617.63189,17850714.38564,25230026.62751,32182415.19941,7148519.46948,22596439.70197,27095876.85474,27148541.22341,29448590.2132,10638263.75657
606.4933@530.7,4500.88555,4814.42063,4855.26181,1799.17735,7837.09831,7831.26986,5321.51273,2808.65791,7346.61237,1841.02425,4366.07207,5069.55965,2329.28824,6062.72564,8805.61845,7498.98751,965.15155,7500.39165,4721.1398,13022.19901,6001.34602,4754.32584,4925.77179,1713.09109,9334.41029,5385.42788,4615.92484,5960.10905,2173.09497
514.3229@198.21,33629.7163,49297.69663,37530.32372,34455.7376,51720.33005,62573.08241,39765.94653,35409.6279,46752.1294,52250.09553,40079.00732,44984.84578,34529.70793,39291.24288,42144.34986,40664.89617,31227.77696,40020.1213,35173.21185,44214.12732,41664.82018,45460.43537,46720.92282,33009.71087,33375.89878,47791.84145,31282.91011,48418.19361,46698.89633
730.6262@530.59,7261.3552,6793.00978,7545.06912,5300.31242,11442.7377,10982.93632,10075.77575,5053.22152,10873.42321,3626.95117,7436.64297,10303.67264,5038.28706,9372.92972,11577.59255,14603.46751,2301.09553,8939.82588,9991.96797,16700.26951,8329.23747,8295.72687,8457.32446,3358.20839,14645.67858,7490.06055,6822.94867,10539.51693,8058.1679
229.2071@415.28,8408.83382,21251.21467,28017.89837,12640.90033,46704.96376,43697.45954,17151.08567,8772.01628,34197.41195,9154.37466,21990.65871,17052.26138,15206.25391,11900.25419,15567.88202,16529.85087,5138.57004,22001.08578,12421.34202,31847.85406,16818.43781,17226.07835,44361.89821,6800.19732,22020.23646,23236.03036,25204.28481,22607.16243,10705.12611
585.1785@421.07,9380.12048,7984.44797,8177.12127,3129.88549,11287.9813,7647.8747,8365.47526,9813.27589,9191.93439,10554.43643,10382.05781,7937.78559,7308.39739,6896.9321,6557.40915,4751.23839,7317.5918,6465.55631,4703.99278,4333.73437,9911.80151,7094.05855,6670.86069,1710.46419,5644.13232,7867.88508,8033.88544,7196.949,12924.15021
639.5372@497.11,17645.49347,66612.52831,17421.05976,25712.31596,92225.18802,105772.079,39607.86596,18207.36314,80521.29571,21070.81697,79358.8536,86798.60756,14903.26369,59346.37492,130999.36797,52897.07713,430.10723,67287.43955,63888.41122,350767.48858,47779.56203,75071.6923,81408.51965,17350.65963,119750.99413,78758.40535,77043.91088,82101.85955,26027.27499
204.9804@118.14,44157.17683,8044.46765,458553.5315,1086.30217,5199.32938,328.1755,9625.33093,69546.16094,1609.27651,25906.6775,28663.59941,5840.12303,36474.33191,3125.42693,575.32277,1640.91697,22875.54009,764.77892,2522.3481,1338.20743,8516.94774,6229.63233,753.61779,487.77451,971.0655,1146.61865,171.18113,39051.46427,35345.28036
618.2344@642.42,8186.63278,23171.20567,11088.44789,13509.26574,15477.35916,18401.98056,10467.20326,14786.59056,25761.40826,18764.02648,16884.91608,17662.441,7134.9168,17013.73983,13547.54368,15251.9151,6579.30166,10274.49883,11164.52966,17614.56793,8926.3258,16147.8867,14401.95278,12022.80625,8763.67533,18305.28184,10339.34557,12700.90999,18147.08532
958.7142@487.96,10643.00626,39035.18079,9255.90676,16130.14865,36021.28926,51575.47002,22038.10549,27130.92057,29807.18719,11588.52357,54323.77747,35970.95546,9125.57315,22879.4154,50819.94061,30158.5457,657.86318,44499.33222,20046.17067,104050.29031,37463.20829,22462.54769,52415.74283,18997.80827,25318.20707,42507.31876,48156.5876,58200.6482,11325.03044
495.3454@477.46,43490.32058,33382.09702,30675.13569,7455.55071,60621.7291,30531.8008,10081.02098,22652.95092,67093.91224,28672.08066,43878.99546,34202.4789,15843.43823,25401.11582,35355.97322,121585.22417,5988.91052,32991.21501,46313.56734,52078.48177,48355.29447,58541.67459,13523.58713,14855.29977,58080.22377,276850.13257,42852.4805,95794.53777,45381.72284
331.45@482.12,72494.06822,44096.69706,35875.50528,38382.01714,101977.78703,170101.43498,69971.72365,43724.07702,92280.85236,22314.16544,79337.89838,53484.69732,35637.12891,88209.53649,143998.58142,91747.26299,40008.75961,152270.68366,99510.98264,332626.6822,72200.95148,55763.47068,133830.64704,31015.80518,233447.09703,76310.76155,90005.08914,86454.12514,9638.88183
450.3133@520.22,122557.66977,104515.77734,142424.73857,99043.87732,107556.25823,112143.91563,148923.79548,136111.87295,95990.19893,102813.8825,100706.21209,146879.74159,114906.06256,112565.90338,122082.56905,119026.82128,140544.68928,111523.58665,159291.95224,110742.38932,140013.54552,98629.59748,106170.98458,137563.41408,122072.24341,97023.68171,131448.54489,104584.47104,125131.87368
316.1171@31.98,12600.31942,11836.75754,10619.41963,9325.50118,11248.93296,14496.63044,10555.5689,7602.11475,11335.79264,10402.64507,13986.26846,10407.41278,14292.58674,10982.12777,11747.46137,5800.57204,7440.52039,4392.7643,7768.0934,4438.40163,14245.67604,7505.82486,2497.93968,2489.63764,7831.70548,10926.37882,10689.23535,4602.37058,12629.62891
305.2481@464.67,322490.66347,1025590.33583,474213.6079,396014.40157,1960509.1034,1791084.0026,795525.25403,585572.38353,1259160.43733,431105.94279,1184058.95867,854698.35157,594458.49894,530927.48036,771862.54781,505784.4104,90571.4827,739828.23028,697261.42914,1453058.80476,663496.64463,801175.17948,878409.79416,211200.92862,1028718.59827,1460852.77761,925871.82569,577589.86433,653514.12136
479.2143@421.05,21494.57016,13768.35713,16541.43647,19746.05971,19555.62636,12928.44065,16375.16789,16586.59884,14293.02791,18963.51517,18876.65655,13783.48099,11249.75704,12774.71904,12934.35611,10444.34965,42469.78663,11121.62474,9667.85161,8110.54854,18594.81541,13733.43937,10180.41646,5287.43517,9819.4131,15497.4383,13110.48369,12401.61619,21918.49423
611.5022@496.77,25576.26564,55976.68923,21439.74656,22166.36976,72731.47106,109381.70395,38468.32574,21992.68624,86069.62585,16668.29955,68852.38879,54214.40606,12117.35545,42207.60754,118456.48369,98069.64261,10597.03571,56543.47072,41494.07917,324096.30847,42601.02413,55259.19337,100563.93294,20393.59221,111131.59355,78739.81388,73797.76461,109774.76347,23941.61151
391.2888@511.72,26335123.37087,52233.82445,179956.87418,20308563.75992,19218725.00992,88756.10273,26541088.02677,169125.62712,114163.6803,17536272.53818,19285110.83333,97216.88789,146339.08247,263516.43282,116336.435,196705.33758,27848582.65845,118332.18781,189884.59521,116597.59378,23111415.04359,19981763.02579,18378983.20449,20152401.0548,303277.1638,17550417.09217,19828027.42598,84258.51146,17259094.87103
227.2014@415.2,629474.25273,1417763.93023,1795408.36736,858685.85804,3017242.79854,2886090.49236,1193355.79611,666130.04473,2216256.60539,656574.88903,1526633.58324,1189414.77186,1158216.33313,917494.90747,1076223.60325,1202023.58463,441706.30374,1535323.72974,871763.64091,2121676.93008,1118984.91085,1286143.61336,2833562.76143,561610.54489,1495850.94783,1596120.16178,1660160.87512,1575716.47778,727291.89237
957.7106@487.97,20241.45968,64574.70986,13391.73721,27282.85769,58434.91184,88488.29636,33788.42974,42262.05023,50103.24835,20849.99378,92869.92556,51014.2166,17853.73784,38628.22883,77885.28365,55042.16023,2079.3866,66984.82258,35770.61253,173054.81205,59029.58137,38514.40299,84544.35017,35058.1143,35803.16101,64168.94447,74009.61478,86406.27894,16977.89152
442.243@406.52,15805.66779,26966.85159,15609.35116,7168.37586,41513.50192,24754.54265,18527.92534,36741.92506,22198.8201,26058.52904,38065.30346,10791.94661,23407.63218,11921.05966,8332.61408,4064.11909,8102.88618,7309.24222,9626.2964,3725.36408,20400.19238,13715.02409,6376.05524,3528.66744,6343.88035,37443.24473,18140.27965,7404.75105,62835.37078
222.1491@230.94,9727.04943,9423.86666,10272.64351,8511.99141,11630.95838,12668.28887,6470.74354,9272.14546,11608.50604,10720.49757,10302.01293,12854.72837,7894.94518,10122.61771,11600.44377,8528.05066,7094.61501,10077.54856,7064.99177,11861.62088,9858.66813,9408.28317,10184.21767,10115.96861,8560.93707,11241.11615,11733.62667,11038.93793,7851.68351
625.4776@487.93,58846.10366,149168.99813,44559.27977,82700.70924,134089.15301,167177.57386,99070.24669,127713.8559,116316.71507,62276.07968,231036.71786,131540.59888,54461.62284,103631.41463,180439.77656,135771.34389,22277.04442,171754.76569,93728.71747,295239.91961,150779.03592,106717.71793,181466.46557,103059.08486,104079.05723,156965.22079,189699.6589,199220.30011,57673.95581
524.277@386,144994.90097,251224.43341,135535.24663,106112.36973,133000.35504,278184.61668,205799.901,79559.29769,346501.30692,374854.31702,158019.05186,285901.48533,71402.91379,58694.5913,251628.09108,131160.14879,36310.76764,154389.31549,93543.1514,602277.99947,175840.9196,180570.07912,178626.91996,40967.15856,137199.96218,263540.15215,231130.50324,236438.90943,114596.90432
279.4018@446.88,170875.03253,684481.04753,421378.47542,303281.00866,746658.43883,881594.7991,871715.15239,330245.68685,933583.39714,353914.1375,1536705.70109,627516.66161,3391.09864,824496.21192,657851.98611,931327.34662,2083.35831,1096868.39525,752378.93896,1564219.15442,875814.46907,1549015.17134,897009.44808,303431.8891,539375.82986,691957.50052,700823.22701,782342.78348,477982.74812
359.1927@530.81,4453.48736,4685.68428,5425.00453,2659.46243,7693.64643,7178.40051,7521.49209,1599.6754,6567.50886,2561.63014,2614.14346,5342.68726,3119.59548,6195.32969,6470.23718,8377.11155,558.50204,7529.90146,6885.13717,11156.62319,5782.73273,5610.90483,3672.37453,1607.81426,9217.61037,5847.36099,4458.69257,6692.98828,3991.26231
