,woman_Pt070_RPLCneg,woman_Pt113_RPLCneg,men_Pt027_RPLCneg,woman_HCW099_RPLCneg,men_Pt025_RPLCneg,woman_Pt019_RPLCneg,woman_Pt058_RPLCneg,woman_Pt087_RPLCneg,woman_HCW045_RPLCneg,woman_Pt123_RPLCneg,men_Pt074_RPLCneg,men_Pt063_RPLCneg,woman_HCW008_RPLCneg,men_Pt013_RPLCneg,woman_Pt032_RPLCneg,woman_HCW103_RPLCneg,woman_Pt092_RPLCneg,men_Pt010_RPLCneg,woman_HCW019_RPLCneg,men_HCW237_RPLCneg,men_Pt020_RPLCneg,men_Pt116_RPLCneg,woman_HCW035_RPLCneg,woman_Pt122_RPLCneg,men_Pt068_RPLCneg,men_Pt007_RPLCneg,men_HCW012_RPLCneg,woman_Pt085_RPLCneg,men_HCW036_RPLCneg,men_HCW059_RPLCneg
Label,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,HC,HC
219.1747@443.58,41539.23179,43043.07911,41784.02534,36582.17091,41645.75433,39313.74551,45159.88263,46542.32711,42317.61096,45808.91291,40058.86689,38569.21522,42440.57826,43071.62015,41274.30667,40784.62846,50982.77734,46565.88363,41602.71379,39932.96558,40880.71178,40116.18246,39746.86318,44635.94562,42078.13531,42181.37115,39470.70225,41606.48568,40365.6834,44950.56061
340.7947@647.37,29294.60744,28705.3671,28052.16667,37099.20637,27787.28982,34844.54295,27387.69908,29150.17463,29185.08665,28299.56039,31984.36693,28720.68392,28339.7942,30154.7529,28314.56654,29147.6352,26148.37682,29350.54894,29079.24051,29803.29036,28270.14599,29006.2849,29445.4122,28106.13899,28311.01309,29091.28445,28598.54081,27647.34218,27996.49962,29693.31452
706.4972@505.13,76098.40071,82214.04878,90099.1561,245795.74902,77206.89886,176138.15483,129267.30592,116854.76884,92234.61033,53664.18789,168088.02195,149151.14983,43566.54453,82790.54005,113450.20733,48944.05022,56067.77301,208367.07615,69814.51106,94860.51255,42731.54864,46550.22374,65119.65794,28040.51417,82911.17338,75787.88898,97526.2742,94174.60091,98740.35577,67398.14237
554.3462@411.23,14426406.38102,10209957.41758,9586390.82533,12044765.06609,7329807.46313,9731334.11749,16144351.37333,7311130.97318,13454878.72277,12944031.58405,8805474.96652,7604467.73805,13055984.53252,8444727.32723,11572411.34816,15985472.94401,10588564.66266,5759542.90983,13767604.7639,7715983.55316,12743339.18715,14319555.76234,3563495.27931,12087698.32263,11139812.89337,15512796.06147,3936818.218,6034698.37428,14280414.132,12295485.63082
311.1681@569.41,1719703.0794,2379966.02988,2014827.60311,5920548.439,4146249.32537,8848329.00231,3898150.26627,3479456.37684,1830293.05661,2035196.93429,5324401.00723,4541721.59027,1703602.59027,4698715.68974,3191176.97534,2466522.92473,3147833.55975,5030002.62053,3171877.47752,1845765.48941,1128506.88816,1672959.17185,1059509.912,1065535.43687,667545.34099,3388710.48025,1444252.61832,1611675.58205,3275929.09644,4416174.0011
646.5325@482.83,287252.31349,283637.60065,341218.59012,439467.4683,232800.93363,393157.0051,331170.32661,316527.55753,360340.60699,304049.30133,408491.93625,347103.66796,266496.34197,375521.96414,335243.18485,265249.87133,249248.38259,420329.65375,331034.4783,309618.78768,250515.87893,292147.51024,272016.43591,233084.96355,278482.2129,284690.04522,380508.29733,281678.78205,344221.31869,340939.79433
445.3314@433.08,850885.09766,58974.89925,212303.92056,224682.4514,536326.19226,394066.20523,398969.74716,428754.15356,1039480.57678,495249.59969,574421.1289,593772.76203,822547.11508,341256.17632,675964.15702,1122142.98902,252477.63323,855946.00663,652546.75087,146574.26757,1646995.90262,556786.01063,41300.68632,393598.15253,727858.73305,795482.26973,171641.32311,123386.70828,878018.01875,921349.43528
752.0001@525.47,9721.64146,11576.49418,10381.91449,31212.15766,16321.46386,28809.18259,14756.91463,14323.99424,12447.81424,11504.14853,27365.00388,16671.63618,8648.72337,24560.56877,15461.28406,9187.86242,8642.0626,22897.00701,13901.83877,10666.20228,8178.55704,11901.72805,8572.66963,7957.47328,11842.12285,11322.99968,9964.96892,9192.39617,15037.82878,17121.28095
389.2085@377.49,23885.65984,12378.08321,11777.1867,39747.45213,19799.13532,11564.12013,34228.14998,22323.29466,74112.75883,33781.28784,11037.56517,4756.02665,50709.34575,9922.34612,29233.396,78976.84948,26900.4287,6266.31908,42357.98322,26340.61248,21404.6397,24780.26603,15248.83769,29650.85949,14041.42226,70158.48911,7338.92883,9034.20229,27156.94713,17374.70752
368.1609@261.48,62578.68333,86207.39577,75012.85021,140767.86198,107712.40749,26961.25706,164690.67508,60502.15199,186686.68023,125783.72211,200087.84636,185648.26032,87824.96205,52328.82723,153562.63835,400547.93356,56025.83174,58871.76442,142928.61805,41782.36879,104759.93284,110336.29893,15404.84919,612434.42022,306039.58397,205056.55638,62670.08433,21389.35911,501394.85144,435736.19632
410.3707@527.7,34912.88393,2203.09691,998.41916,11814.04069,12824.34032,27572.97931,24634.31767,12349.48447,66441.27754,63879.96463,48006.91998,18144.97638,50898.11191,21807.40176,42677.37027,87516.82031,13970.21083,29817.59136,34309.01442,12256.59441,73437.14327,34514.83524,10656.20238,58203.76112,62218.93111,34027.03738,17497.85661,4595.88303,97421.85016,41948.77337
165.0401@220.09,12693.60629,12247.62463,12359.80114,12171.90381,12045.19545,13035.00454,11824.89139,11714.68871,11986.75818,12077.88132,12007.92804,12294.74643,12676.45847,14857.98277,12638.97055,10265.23352,13704.91955,13596.62681,13175.52915,12045.92104,11154.27174,12352.20907,10564.71532,11967.16963,11645.36465,12364.84435,10326.94182,11494.23158,11801.79374,12242.01619
384.3558@515.32,15874.39408,5781.82889,6084.04174,21439.64193,15114.14994,12852.81322,10766.70537,4501.85284,29547.93332,17109.99036,18843.88329,14534.09572,33508.58562,17242.11795,17817.61484,27935.9755,6933.43888,13663.84922,19419.92426,5583.23731,19298.67313,11444.04371,11380.24409,16954.50853,27168.07501,35920.8605,6694.64809,4805.74654,35550.53266,22221.2218
802.846@507.08,1062275.98503,479157.29097,1130399.60088,411111.59191,1883.65387,456680.93109,130719.04111,911078.31232,975963.65446,3581.1236,359123.15322,313496.04655,109945.64026,114977.73647,528104.0555,4268.87893,1399618.13782,153716.21557,1200077.44423,1081508.86228,648353.65291,638621.41495,205601.88312,1547345.34233,436561.44465,388467.95621,1329542.44174,968202.67623,1699.00994,569555.85089
797.0007@521.34,47129.8174,54787.627,52818.46907,124421.12897,69259.32039,110323.23244,67917.13068,64411.92718,57601.62578,57115.50219,111462.76854,77087.60907,40262.18927,98983.76416,67256.5813,39156.71767,41612.69101,89555.40298,62045.48544,49179.79206,44495.5068,52932.44663,43477.68878,45572.58857,53975.35894,54089.90896,47967.66973,49466.41621,66799.51459,76145.10723
398.3342@530.62,5051.15064,14932.99337,9900.62375,4647.84131,6222.48475,7400.77901,12230.0158,5639.25315,17409.12213,4847.44979,9607.29823,8440.6901,21623.13225,5596.29439,6396.80379,27549.55874,10613.00981,7455.28188,22745.74144,4637.08207,7579.27778,12248.99602,2239.87571,7534.6142,12133.81471,8173.96211,5634.05351,1860.52905,27884.2136,10694.68457
343.2271@340.17,41936.57936,21188.72061,7943.06397,9774.43182,34117.80295,34551.37602,79482.04495,8496.60157,4789.65979,50730.29198,23741.8222,81699.35358,14283.18244,80413.06741,23738.26811,13388.22895,16920.12854,15069.73626,11655.19072,4715.33373,60573.99936,38941.4147,5571.49712,37174.26887,38887.35886,27616.00213,3287.9594,23969.48091,10619.55019,8584.00861
791.0086@524.81,114216.44367,116396.06554,107150.81152,321895.17156,153116.36868,249269.57065,139280.29779,140534.99173,122753.25436,125891.80238,154321.65363,156605.56886,88608.11705,203559.11767,141720.27275,87507.53598,87009.44275,209280.98057,124793.32324,100735.71391,89504.65594,122022.67183,89851.00321,84548.11651,116647.6496,114384.21767,101061.25836,108385.99402,144538.30547,192449.37054
312.1709@602.74,112104.09178,235178.67786,396905.79542,1509607.94544,599847.52207,1588661.57807,770589.76352,196762.81905,578731.82902,334056.54832,756421.80949,321536.92685,397998.96761,1248482.25301,645673.22904,240265.29428,293307.95039,753012.93907,543402.0934,114513.91322,331952.05535,251619.90415,198836.76043,249000.81624,491034.93522,555984.61614,343288.49943,278542.85681,657917.40638,795134.52864
446.3346@433.05,250926.44048,30928.08937,109201.79858,61019.15379,159603.40141,112107.25473,117971.19389,133462.36041,319717.79162,147333.50888,170209.88253,175706.57958,247810.83777,96923.03101,201480.61297,337916.67018,38906.60351,258747.28516,194240.75755,75602.13265,489013.52113,163113.40151,16134.42782,113608.1553,215482.47591,238619.50454,50340.64951,34668.46325,259169.48652,273639.81676
339.1988@603.34,511267.57364,1011071.4877,844901.20247,10854598.55897,1624444.93563,3379067.037,1011034.37371,988343.6943,1557858.41931,559809.22191,9926772.31359,2262970.11548,639953.79486,8858238.64511,1461166.26142,476029.66692,513470.2408,1091600.97595,1297158.62766,641757.37787,456055.13928,173559.45937,729549.4468,414831.41035,823610.78202,1176451.29409,604988.18013,283569.66512,944564.41139,2053772.0191
899.048@527.24,77958.2608,76561.06332,72644.13162,198785.68013,105528.86629,168787.06831,87028.97573,89556.02186,83315.7824,80685.9006,154472.82802,107931.00908,68477.18466,126804.03168,99764.38128,64201.93006,60636.84466,147281.68433,84452.75674,77727.69353,62040.00018,87893.34069,62954.27147,63093.01544,84661.72001,78290.29423,75444.98227,73967.58108,97739.39734,114619.07904
367.158@261.88,300778.8885,406185.39714,353278.51452,650298.93328,513446.37402,130464.14678,752120.76871,291794.93025,877432.10665,599355.52084,906643.24159,821766.19239,427776.86041,259898.00561,722856.02642,1815885.59037,258630.37605,267402.63302,661039.24665,203475.20265,504630.88157,504787.44335,73880.54456,2748238.38006,1419852.60084,969121.83176,296250.08489,103145.51968,2243162.98074,1961174.75267
464.3003@249.23,30092.10629,12292.07979,18117.42064,174821.59611,13641.93671,39851.06961,14321.13278,40429.38129,99281.56532,19512.09766,47891.39828,21887.72988,28692.82654,42075.76269,276919.45003,23591.18209,13688.4836,28023.06427,43328.40085,15325.85494,57446.13,30858.83098,14875.22737,65576.57498,143549.70258,110430.71055,52917.44061,10982.1725,37865.95527,14400.12515
590.5195@530.52,16243.37955,17132.21884,7065.24948,14566.09892,12183.61706,28850.0115,23716.80317,10856.66418,5929.77335,18351.07053,22547.13126,25879.73846,6810.1081,14562.89237,12342.85629,5002.79933,8339.4492,18919.47434,9337.51171,4645.83697,10040.10492,13129.85463,1950.52235,9651.52567,10928.20805,15716.51002,2514.75507,6913.74748,12795.05609,13959.56458
721.1024@473.91,10139.35105,12704.60812,11489.98577,16213.70455,16959.27563,15233.04415,11226.10783,12608.07795,11932.35197,11854.04404,16152.42716,12702.6376,11612.97447,13863.48933,13396.55132,9314.449,8825.71221,12552.52061,12167.15713,12347.9563,7178.40195,11200.37848,8086.29004,12342.8217,10247.36761,10892.23599,10992.07953,11580.5873,12848.82572,13906.70205
673.0544@500.53,15638.70517,16152.48361,19496.53742,23273.41043,14867.7583,24001.4499,17796.1209,19652.21434,19838.45581,18644.7426,22830.99954,19435.86743,18403.72394,24120.21238,18217.79201,12028.82776,15312.92779,23928.42032,21140.74502,16755.40411,16256.64409,13694.18566,18443.47181,14695.16938,16527.80428,18333.81226,16142.23471,16374.95214,20504.04402,20147.94597
988.7922@512.68,776281.86888,813968.27998,826858.90261,891145.36986,818363.48949,841091.53677,822980.06814,802368.82278,665067.54911,862468.38025,847808.44786,903008.37673,751725.47614,877392.51054,801971.25321,740824.37903,726117.99063,927026.90884,780240.97053,775137.73919,730344.83585,808413.40002,846128.05598,677807.8464,779742.59421,796417.98966,811477.09424,816874.85987,883297.07352,883854.09623
425.3627@510.87,255045.68217,46110.44472,45258.00147,158319.38124,160863.17085,126421.90511,119840.44475,140606.47915,346836.97884,351993.54166,209793.27405,164697.5303,353978.54711,98533.59486,263903.16104,492565.39952,153634.52163,182466.07616,284956.23305,90299.10869,490680.237,244625.98103,79711.73309,317211.7379,420338.61486,281696.59137,100922.49606,57044.323,514492.54018,298036.7826
303.7642@137.51,57517.71863,55240.75166,60887.79242,89468.32166,64351.66884,72625.35075,59511.14082,49839.46072,61233.88946,57405.51573,69059.0334,63621.1779,60808.08094,67323.69641,62778.26495,57723.73029,56810.79786,55542.82649,61845.45489,57983.17173,54900.23435,52802.18094,57118.69084,53669.61502,57537.43784,61015.08494,56587.74397,58984.89096,63208.70337,64225.79378
284.3124@530.64,11948.08891,315813.29646,64666.72428,4124873.33749,4956744.80315,16262.33399,14263.51853,4747661.48927,3228100.05034,322447.16838,14676.4394,8812338.174,4136340.85945,11475.4394,10730.20028,3092535.60568,4862989.84348,5896973.09167,4320370.00055,2913102.53272,5792873.55496,12336.08718,1745628.16351,5606274.1112,5602114.19859,12230.62853,1917199.22392,48273.06366,11901.3673,5189462.13084
564.365@432.21,10878.38584,7219.93688,6135.55145,15418.98951,3242.00433,10617.93245,14940.40608,10775.7193,18430.59387,15161.35176,5431.8488,6120.78893,14495.53955,8170.16818,11456.23732,52571.66979,14975.50117,8930.13939,15814.37042,7139.29607,9601.86108,14788.80212,3248.9866,14616.36436,7021.23812,12835.55902,4908.06974,3640.37197,19057.76931,19579.04469
647.5325@481.71,95244.1958,103276.87789,127960.57653,185604.72287,135481.12386,161356.56322,114325.60861,113166.10124,118026.40287,109023.10567,163112.70031,126872.99759,61812.23153,148205.22065,120292.90705,94200.72956,85596.23884,156754.83479,117355.60508,110797.26084,83539.26034,107291.20951,114690.01293,82127.03706,104585.52438,108127.90563,133880.75668,57934.22609,125920.36526,135016.19484
656.9931@518.27,24933.92519,25391.60492,26524.38413,40112.36001,31680.65794,42956.42754,12263.67045,14203.03069,25932.42619,26849.38285,39853.35638,32218.23724,18831.97456,41074.48409,12598.66125,22730.16893,20166.2296,15723.55525,26654.80251,24425.80702,24333.24644,24936.27544,24833.28174,21334.06622,27414.94957,24584.68117,11042.79107,25026.11417,30992.16162,35293.97947
399.3471@484.61,19370.23469,5488.24877,945.30443,9549.66311,14468.04143,11040.17573,24673.30182,12320.31733,36346.64828,31164.73061,19083.11739,23880.26173,37277.28313,12728.27982,28441.56966,42903.26442,18248.69298,16504.94066,21602.25031,7833.79255,26310.78455,22425.00473,5916.81962,18582.49041,31177.74654,21387.50403,7041.91058,5029.3789,36970.25812,43550.17311
438.367@502.88,29982.67259,1085.46199,2367.6046,6096.52254,20672.76102,12943.71966,14155.38325,14022.98952,59658.5903,56161.087,31163.60028,12919.87648,64865.73705,11744.00787,41673.49236,117834.78009,12512.79923,23203.60446,49175.79884,9595.50851,80613.5551,22750.84746,4657.05542,44534.09292,97963.38465,37983.00724,7490.32292,2100.27753,103968.22609,65525.18605
885.5493@640.74,81446.53405,109871.64848,125613.99187,29106.48704,183809.48069,126233.70645,80020.24327,77178.61291,104947.1258,142209.29785,23058.87337,34036.6577,39984.24605,83365.6035,134570.93112,103931.90954,70322.36328,34031.7797,73822.55617,65216.10337,44475.71369,60165.71792,27116.11652,124029.35877,127656.48857,50687.66725,27119.14022,42964.09406,217843.48914,168399.99263
885.5496@511.91,2827231.82462,2837329.8224,3661507.9629,1097614.28681,2321244.38677,714256.17214,1185888.68219,1594842.5635,2565200.49991,4207894.33728,884830.60849,1753296.75396,1790290.58546,638001.91828,2615042.05205,3431869.06003,3151170.94665,1207584.67028,1479382.07136,2295159.39902,1154575.28533,1987680.79256,1399671.36871,5975892.29609,3711894.99331,1479619.81301,1353214.14255,1528292.62579,4246382.5359,2655860.23513
718.3508@459.79,5359.45319,2124.02307,4901.47367,3615.1777,2743.37423,4670.85518,5995.43244,3688.63612,4795.8708,5004.20071,2774.66689,2179.80488,5240.91812,3744.08996,5033.38323,6983.6175,3967.66726,2793.29522,5895.43982,4187.48994,5526.22759,6515.40764,1683.01605,5151.77404,4940.02747,5101.81049,2389.87196,1756.40229,6252.51797,4452.41246
891.0081@525.42,43407.79819,44022.26458,43932.81131,141371.08844,72931.37034,129480.38221,58603.62093,60783.71968,52131.34657,48684.35455,117136.80299,75850.71532,17163.17538,104989.65475,66663.39978,35964.23052,32770.50488,95924.16513,56165.18692,24393.92028,35069.51155,41368.30317,18795.54631,29278.98478,44475.04667,23827.73499,34600.79735,39551.01363,64714.03382,74185.19939
742.5388@504.3,28218494.53084,22063729.79185,26467236.46221,14737069.31299,2919175.17982,14692100.79335,16163640.20544,23366970.81371,27650042.78036,3171809.36703,13790303.46982,17934235.5243,11107795.36308,18197601.10741,22982481.31881,6522847.74074,27688270.73763,18376787.42434,29671709.03955,28097103.51931,22195718.9245,22695011.67658,13205098.70814,28985731.73766,22162959.56712,18903526.51617,29876755.63844,26589495.54765,1397331.25105,25256339.8459
886.5529@640.74,40341.86609,55846.63422,62250.08591,14331.78874,91991.7802,66844.13552,42716.6806,39707.24265,52912.60483,71374.7174,44104.28574,56237.17462,19189.99533,46779.25477,66790.95236,51038.397,35467.28047,17866.27132,37953.04954,32822.60886,22767.03025,33681.40387,13472.00542,60299.18972,63421.90645,25449.74881,14536.66546,7576.79655,109902.49081,85847.82761
540.3302@411.23,4250763.09476,3002561.75379,2750779.13441,3618901.04449,2215348.20059,2865805.23311,4847213.53924,2168835.50075,4013099.78812,3930208.83879,2649614.81457,2361244.23534,3929271.38685,2567312.8687,3554730.09247,4917171.30921,3091056.31053,1784850.63844,4037475.03847,2246828.30165,3704921.12749,4228236.21299,1079017.38593,3593068.48533,3140706.03137,4671289.06591,1148456.37288,1838880.434,4340735.4222,3775932.4922
588.509@512.92,314666.51613,437519.65193,364580.04016,662498.75659,530217.24104,713625.2161,489483.20679,449767.67806,327962.0208,449373.27154,638138.93808,655827.1801,323721.40217,524735.55431,408349.93923,290185.2724,317209.94902,401338.07368,479543.79406,327287.09945,316813.27085,337929.37351,386204.40301,293031.85493,325890.0858,379475.83766,341377.26322,362656.72589,280206.35638,515452.06544
589.4422@496.73,260015.7005,56090.86192,54535.58054,134244.70644,170599.09771,133704.29363,104141.03023,104042.55803,529340.32388,249189.01341,351024.37685,210516.28099,488377.20667,185648.21705,235730.1987,601141.38285,109136.27516,245258.90352,229431.74113,108902.41442,708819.54505,297231.66541,221348.40856,472911.00241,586237.11233,377633.26094,100261.92891,68691.99229,815196.31292,330489.13533
554.3803@473.93,53912.90562,35413.89536,39768.64731,23369.51681,31495.52583,32567.18272,76820.63554,31572.23489,30425.23111,45879.32845,36491.84913,34992.87859,52568.39776,37487.52641,29681.12106,95236.20044,50704.5411,38789.59207,72383.59031,25177.38565,64123.112,91544.73256,11706.40608,44483.89969,37907.24881,84139.244,12126.05116,16010.65879,62255.41274,58036.4392
970.806@488.85,87808.80993,21633.49975,14470.2936,228468.00647,349283.99532,364258.06843,418361.22277,418229.61944,52810.96886,68863.21163,251379.19585,37914.40699,92917.25174,112609.06065,563048.796,268790.96612,19559.41968,137522.15557,165752.56678,135210.35256,25160.83473,52213.41314,13952.79749,73046.70161,76198.11834,91551.01858,10027.59333,13421.30462,118310.6676,131304.61194
493.3651@519.79,68281.24999,48688.96722,56883.50662,189170.24462,82158.07448,56410.51075,62264.75616,57649.65497,81357.83366,64188.9219,103272.37848,107795.52739,55725.22377,73737.41891,100911.25527,42888.03842,54932.37149,74815.98755,71730.9607,56953.27069,94895.63078,66532.21588,62801.7709,68849.84732,58811.19378,76739.53638,119935.45229,41145.49248,56154.32048,89904.62375
