,woman_Pt070_RPLCneg,woman_Pt113_RPLCneg,men_Pt027_RPLCneg,woman_HCW099_RPLCneg,men_Pt025_RPLCneg,woman_Pt019_RPLCneg,woman_Pt058_RPLCneg,woman_Pt087_RPLCneg,woman_HCW045_RPLCneg,woman_Pt123_RPLCneg,men_Pt074_RPLCneg,men_Pt063_RPLCneg,woman_HCW008_RPLCneg,men_Pt013_RPLCneg,woman_Pt032_RPLCneg,woman_HCW103_RPLCneg,woman_Pt092_RPLCneg,men_Pt010_RPLCneg,woman_HCW019_RPLCneg,men_HCW237_RPLCneg,men_Pt020_RPLCneg,men_Pt116_RPLCneg,woman_HCW035_RPLCneg,woman_Pt122_RPLCneg,men_Pt068_RPLCneg,men_Pt007_RPLCneg,men_HCW012_RPLCneg,woman_Pt085_RPLCneg,men_HCW036_RPLCneg,men_HCW059_RPLCneg
Label,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,HC,HC
803.5638@506.64,24324458.02711,24098607.39827,28851069.46543,15593058.1938,3172414.92464,16001338.23584,17386375.35063,21592281.08712,29822930.59037,6490254.72782,15145673.96709,15274407.89055,10640293.24927,18303210.61256,26043895.44043,3878801.70597,28464389.49575,19016016.66174,32431408.99865,31608129.55508,20191567.37899,24908646.54093,14178719.66811,28668327.65675,23521144.58586,17731313.67923,33142690.83885,29470758.75222,4120162.62265,26803512.4663
503.237@420.46,22274.95205,30071.05776,26451.04339,34386.32,23235.09299,23189.59805,41532.82998,21415.38957,43400.72128,35405.2095,23623.61939,13635.02465,33240.48935,24849.88307,32945.49308,53146.46375,27845.88649,20245.59275,37390.40947,19656.37142,29527.52678,38796.21638,15970.04444,29912.5256,26013.95995,47961.34509,17038.82622,12225.9552,43074.33377,26616.81834
355.1808@488.19,48223.09202,47715.66996,8886.26339,32188.93001,46361.89571,54580.74022,65213.16378,42417.56997,19836.80436,51908.4924,40214.24826,62620.83945,26143.51544,39726.08661,44157.3091,21092.30782,42763.62309,28059.97862,25246.5396,21182.89155,42760.42035,36730.47135,1539.69025,51704.5446,42622.24192,65358.10836,6598.38096,24554.26898,36671.51899,36493.48302
284.1962@282.33,130611.84397,107938.26374,113339.93439,119418.79112,118702.88814,67430.82593,111682.55831,115342.84353,127402.43935,66006.53575,112173.02169,122072.5484,118139.17406,111535.13613,112021.44918,118752.86156,107744.25416,121143.32084,127232.03413,121442.81282,108907.38982,116744.60424,113624.13181,122066.74021,67449.48923,127067.53077,112075.94093,61618.69193,57375.11735,103145.74031
436.2538@411.25,57451.98268,38421.5515,35174.74389,40054.2781,12759.16537,34801.82568,65048.28461,24296.92655,53532.00615,52959.79314,28218.02707,22698.24561,51529.25512,27864.18715,45956.29304,71620.33708,43992.28229,16520.65917,51001.85091,26976.53193,48523.73278,66751.3809,11643.15268,47462.89234,42710.20865,65427.40358,12450.19389,22144.13595,52833.9607,42584.00395
628.5244@512.06,253809.31035,301078.00439,269481.79695,384574.15579,319991.9341,374726.54649,430348.94139,303345.29628,247295.89841,294539.18743,363670.04665,393463.6066,227878.56022,365652.45518,294531.0945,210901.38277,213373.65998,380921.11368,295314.9336,258864.95545,201875.08307,240438.55137,250551.79864,202685.54288,250824.50245,256832.08102,214291.4781,233426.90611,302020.17734,355738.64283
560.3294@459.77,63649.46962,39219.93981,40968.56805,38214.71933,36115.598,57322.7888,109960.50262,34391.58101,52176.80817,52221.3373,34979.25567,31461.6808,64813.34777,51516.33588,60476.47634,91312.59994,40444.94627,34505.76601,71958.66253,36118.69585,51249.6757,57386.73131,14778.88146,52677.23787,39891.73712,66489.75211,19415.02416,21568.74773,77831.43974,59488.07176
338.7943@647.52,18712.36357,21505.01274,20584.25152,29050.60628,19600.66898,24576.65862,20205.34358,21234.75935,21477.87607,21643.86309,25528.78425,21690.46238,20314.09399,23142.10351,20175.74992,21975.23435,20377.56992,22420.05032,20959.18402,20853.17595,20936.75148,20275.2603,22749.70419,18508.73821,20995.44406,20898.74321,20577.03362,19601.67324,20663.41177,20335.54451
335.2194@429.98,35130.15608,47310.24289,4215.97463,10740.22004,54105.64703,51009.09678,71574.51626,57867.04229,6321.30108,50680.85306,19426.83182,43927.90369,32962.9627,18329.66881,36138.27018,12497.40495,49994.59782,11241.16366,9055.66233,9629.50446,21684.25953,13678.18155,2021.97398,37373.51876,23742.69817,58715.94934,1447.45602,18409.17213,24235.38624,13124.21794
233.1539@397.65,44521.72656,49586.13726,35656.25723,46997.16234,45784.44141,49349.83124,48744.98053,51767.17198,38226.08231,49987.42713,54817.29364,44268.34135,38952.48678,47067.78744,45423.57598,47190.34477,53053.39252,50933.717,43944.60055,44291.42867,39908.38101,43008.88546,34743.09388,52909.07824,44110.98989,40790.44327,41141.12586,45090.68255,39568.31023,40067.85317
696.9452@514.26,9433.83959,10466.13046,9516.91807,19056.22603,12763.67734,18845.91444,11639.72547,11634.86006,11434.70782,10744.05694,19200.02473,13804.54133,7674.88046,16704.62715,11966.03047,7955.89911,7152.17306,16518.19324,11884.77989,10482.82883,9164.16031,7418.70108,7782.85033,7592.58938,9793.52185,11235.25324,9841.15922,8478.99142,12327.92426,12946.02904
505.3737@514.63,1399838.51017,1459360.22798,1733515.57543,1995171.48376,1557643.5158,1788733.07509,1379210.61095,1579808.12664,1705009.48157,1494190.02026,1779896.63603,1459090.54491,1355742.45194,1678822.91582,1651043.27337,1265061.65831,1310581.10515,1724289.5124,1601737.21794,1645862.92157,1256398.96654,1500591.52678,1687757.23319,1228762.55489,1465953.07169,1347554.00073,1726466.75937,1517297.90364,1548705.04667,1761336.13037
281.4187@515.83,563333.91682,593213.83882,160359.74093,515310.58392,549090.1508,1129480.4497,873292.69267,506228.52399,216451.46174,634275.47527,605157.1602,1098661.27428,359272.6745,531649.32194,454331.284,229736.09192,421129.96782,531719.02684,284170.98138,197567.97659,468379.06112,332065.07182,238346.43222,526994.48189,377853.49975,697442.43657,195476.33363,265099.64477,418215.16446,384307.45413
290.9699@653.59,134583.25251,130105.63615,126849.77262,130165.78408,131227.40754,120555.10798,121560.6059,119556.20374,122276.80132,125609.02948,127138.44024,123595.67609,125411.48966,130850.90208,124588.16718,126431.66943,123580.31594,128777.3797,126834.27561,128686.53821,129228.12049,125960.7272,131338.93576,133424.62097,130511.93242,126029.67073,126507.86644,129027.02319,128130.75249,126334.65975
185.1538@342.26,39724.02348,38461.33573,39599.51014,43970.01022,40544.44511,41887.95651,42935.60556,40453.54055,40348.75151,41654.2531,45389.21646,41050.77019,42077.09025,40483.8073,40952.83634,43507.31866,40560.61172,42856.71413,40656.87365,40674.39234,38380.0465,41051.43668,40158.76093,41080.78042,39205.77387,42127.69378,41177.36047,40224.42936,42709.56874,42958.9096
302.2195@446.55,20657.19933,19669.95675,17615.82082,4357.8676,22766.78873,24803.75751,22646.66013,11299.75754,20160.76701,19917.10907,22118.94108,25395.68452,21194.97754,20396.41758,23033.418,18997.35017,14428.5714,20735.79718,19575.73571,17782.56745,21757.04418,9379.80719,16661.53732,22294.01206,20202.25249,24135.10339,15049.79169,17342.18773,22222.08493,20281.96609
445.3521@516.67,440060.38162,480358.08319,486879.30236,12953.38164,452431.16495,977770.68697,513482.71984,514306.58694,461272.1385,510993.5735,561013.00873,577322.68296,425251.67427,577003.50377,485565.88995,408390.44629,444331.24467,14229.38968,503417.42483,482591.41342,409802.43244,11841.99006,463423.11109,417807.88249,436839.29858,11861.7291,463721.14946,453743.67101,13541.47118,372466.61606
663.4698@504.52,7074.09338,1242.758,17781.61767,26416.20651,1131.29347,11893.5268,30945.97882,6282.58193,16406.73261,2630.80395,3327.20037,1562.90193,25978.00529,295.50527,2563.12878,20006.58464,4944.62178,8936.15681,45155.86136,12718.21011,11457.63957,1594.4935,4488.62225,2541.08904,460.62554,10562.65836,530.4945,229.37081,7895.31832,2531.62604
558.3318@459.87,90507.55683,96852.1306,131099.59224,108151.4463,104543.74375,180880.66091,359124.15919,107594.8009,152317.6656,168994.00618,109903.43827,94954.8024,187443.45713,160653.24014,199625.1807,281283.85762,117844.82445,107489.79954,230572.98117,101485.49756,158844.24027,166808.71543,40382.24269,157231.17161,116799.86946,211485.13945,52115.53108,64505.73492,248153.70346,187963.07411
887.7087@479.24,20690.34968,23081.11873,7658.56335,12176.20377,28215.21183,50495.23544,24721.28029,16104.48624,8766.48098,35574.17019,22060.54721,64776.9617,22769.39616,16109.61949,18965.04825,11236.99629,12808.69166,13574.52308,6851.90164,6319.65025,20777.92273,16133.91816,4949.75493,23772.97451,12334.07116,24766.02471,3891.09165,11987.28762,19190.78824,11363.72428
753.0338@499.57,5480.53657,8129.885,12239.89555,13382.88945,12509.21139,17678.46402,11698.44401,10824.6892,6568.20336,10653.03749,14268.13797,10479.79461,8779.46182,11316.85748,10343.57902,10044.21845,6439.87949,17188.74387,12376.93114,10300.85768,4621.28994,8090.20215,6868.42142,5023.45117,6244.31622,11816.44332,7503.1281,6463.54606,12062.16633,11265.13467
468.1342@486.36,193359.70382,152368.57787,162243.94402,317665.58367,192140.41883,292039.07605,184322.43994,166062.06536,156807.42553,184410.19373,252218.09231,222941.28654,173090.6421,245446.30041,170985.32044,143343.1306,153292.73732,253759.98008,153521.56201,133226.8537,145009.01322,180656.71736,111546.60416,143177.252,182011.56695,204092.52007,115686.5387,134996.2415,181252.38361,188236.41956
629.422@488.05,21299.15267,26409.93304,9023.28756,33834.73174,43574.19517,53604.48508,43810.41084,27295.37927,18683.77775,33270.76344,37887.08964,66415.74953,22666.98455,39490.49869,30308.1349,8825.94618,13150.35826,36293.4817,16726.15482,9079.41648,23764.21929,14859.304,5109.79089,20040.97635,19826.7554,32625.37168,2952.80102,12017.5965,33151.95448,27403.91968
524.3342@423.45,23352.21897,20780.5087,20827.56011,31851.41578,11770.09216,30283.10213,46707.41752,20792.9833,49729.66521,32909.76769,22176.31131,20345.02978,37594.33734,17464.69363,25075.00102,106202.58953,28377.73533,21788.98513,50908.87982,19303.14514,26800.59435,50918.9612,11275.58485,34896.83012,18709.9248,42867.08137,13279.86456,11318.33334,58269.74973,48734.41223
385.2345@438.71,30445.36094,19072.04963,16924.62215,10609.88261,19485.33325,42700.84628,34739.61047,20753.93352,14161.61607,34831.94173,33655.48503,34025.35018,15750.30572,20235.66972,12333.51511,16407.10504,21776.93943,16323.787,10281.64714,8108.48067,36075.81071,26847.70988,2428.83868,22964.02837,24107.65364,27424.7995,3569.16511,16282.85738,21412.02582,18268.3941
611.5022@496.77,86069.62585,103264.00268,4600.6313,38468.32574,56543.47072,236877.25733,114141.11279,65193.07335,14366.14452,92996.47883,111131.59355,324096.30847,35946.90607,66721.62075,54214.40606,13591.4993,37170.45075,98069.64261,21439.74656,12117.35545,78739.81388,28935.47796,10597.03571,55976.68923,55259.19337,72731.47106,8866.58455,22166.36976,44473.53131,42207.60754
254.2202@430,744508.57741,1037737.72956,132397.50017,277770.14724,1252814.5552,1328801.5255,1672606.75557,1350951.90768,175830.91192,1176241.91937,538156.99578,1038838.34962,791346.37998,450805.11453,886109.10614,293821.00628,1275176.99691,272058.13245,236914.12711,232059.13105,545129.9637,326964.52849,58024.35678,885658.18678,581243.19033,1444980.0223,60602.40904,417905.04126,542889.07229,330730.2586
375.9941@653.87,56265.9887,54951.87069,57567.95143,63569.63886,56506.58093,54046.08901,57551.31142,50715.35925,57203.19441,58315.41175,56688.22347,58086.23833,54016.2633,56989.92171,53961.50684,55460.92514,56436.82639,57664.41833,55744.53165,56474.62237,57777.75147,54873.18337,57599.54513,59653.67282,53530.98222,52438.43159,54905.53972,55863.00375,57644.56184,55542.38678
807.0797@512.46,42765.41228,48511.64938,46523.01614,73768.63973,54687.89029,70753.89778,37871.47517,52723.07715,44627.89841,47120.45159,51239.72534,55162.6129,42406.64497,64293.54897,53400.15264,40173.3677,35278.31778,65017.4536,48809.46092,43492.38671,39919.62348,42236.50259,42856.8774,37572.20185,44565.32676,41541.92848,40674.40547,41446.45531,58180.04026,55382.39613
640.5403@496.95,28777.48898,35598.88723,3647.51421,12022.31419,22636.64188,119160.19901,35565.67564,30233.31705,4234.66755,32833.46377,43102.07974,137121.22204,13554.4351,38741.77634,32340.5588,3261.39942,15761.14462,18540.96684,4837.90175,3930.95999,28119.40535,10926.82602,30.80809,24677.10902,27095.74766,33143.20661,0.0,8072.80559,17533.93637,20638.57577
336.2978@537.42,9881.04564,12351.2701,1631.68901,5118.34598,7057.54215,21587.72332,7669.7851,5506.88633,2797.58842,9395.69871,11425.25146,22891.33198,4460.3518,11592.26197,6833.30447,1852.57212,5150.19583,4892.22992,2435.80889,1836.31998,5955.12554,4657.68282,397.77847,7419.36241,8482.28073,9719.05361,485.50444,2688.1729,3714.30054,4698.883
585.1785@421.07,9191.93439,7648.54205,8126.71257,8365.47526,6465.55631,4285.52189,11485.32914,5982.12659,10683.74331,9609.98247,5644.13232,4333.73437,7286.65472,6187.12293,7937.78559,13133.65881,8544.92711,4751.23839,8177.12127,7308.39739,7867.88508,10390.24704,7317.5918,7984.44797,7094.05855,11287.9813,5319.18455,3129.88549,9027.54037,6896.9321
539.3533@423.28,24603.71239,19815.90313,18958.65487,25932.79497,9651.13746,24742.07096,42229.62554,19230.37619,47853.00852,31431.4936,19216.03426,18022.49228,36440.6161,14433.48433,23721.09378,101331.94772,25472.40286,19188.9029,46949.64407,12754.75272,27078.90919,48807.77297,8665.41679,31500.46528,18331.3944,40827.94451,12770.99903,11125.28456,52109.59726,44355.49554
212.8338@137.55,270678.03983,254833.37244,270624.05953,387937.65037,300864.04016,339303.22609,301409.95934,240831.53026,288383.36265,254753.1631,328164.49646,280100.82976,256595.21831,309983.31859,288061.67155,272785.3514,271734.58492,292361.54867,287344.59733,260967.50088,258652.84058,238225.11689,247767.33365,252852.53063,260397.56453,273856.74231,264189.86691,256002.76618,312282.72593,295693.17678
669.434@479,27797.36922,24234.5735,23330.12335,24258.63067,44614.08309,30673.11192,32063.02051,28929.64134,17492.18455,41882.98133,44002.54648,38282.20081,35470.09443,23701.98188,37268.66044,26923.69333,23486.0132,29957.71972,19372.44283,20735.24678,24685.22807,23538.44135,12826.17375,27985.14589,25909.51649,33316.19327,9490.83795,19056.57944,40393.11489,24545.32735
559.3342@459.7,51262.21462,28032.10318,32599.42613,30689.54013,29844.61239,44940.20881,86927.99641,25523.5775,41498.4856,41532.69499,29016.11909,26951.23588,50703.46968,41109.70467,48026.19917,73788.64941,34135.49359,27180.12079,55966.57831,28499.07262,44749.4202,45055.84341,12025.73342,42463.36998,32291.69167,52565.65052,15277.91046,17516.32799,63394.15557,47519.52564
634.3324@421.1,10310.27879,9729.40667,7551.54354,13346.88348,6517.1231,6883.8725,15002.22399,5991.5431,16795.16847,10125.97955,6438.33554,4775.03196,9334.4642,7766.15174,10405.07714,12839.12596,8469.09523,5662.32407,11944.75143,5579.21091,9576.98174,12867.00953,5312.44521,9483.53905,5733.67306,18570.40728,4397.06572,3181.95955,14100.97385,9001.33038
800.9916@524.14,5421.73919,4966.56948,4871.6366,7954.52249,6069.31203,8818.726,5793.11919,5582.71059,4599.59254,4839.63832,7592.37165,5857.03283,3755.12684,7174.10941,6025.93234,4450.88954,4778.55406,7516.63544,5751.09997,5195.83223,4455.03362,6857.9032,3885.21108,4023.02984,5607.15007,5266.64191,4928.73284,4922.0067,5620.2641,5942.9834
183.1383@286.79,16120.52719,14460.67491,9472.81487,11736.05946,8815.86867,7541.72061,19277.70874,8765.89393,36004.08802,10941.25299,16096.51244,9123.46054,19176.97703,16531.0544,7709.65864,19029.5546,14615.3244,10293.82755,14084.30121,8023.06315,14257.00461,13709.18714,5905.26094,21273.10953,12077.48328,10840.27106,6927.87938,7882.96562,11719.12457,15813.74169
393.2891@511.75,1533258.80852,1706616.39435,1814355.19903,2251591.14505,1899041.80821,2070870.42075,1699289.91958,1127760.47169,1883223.77555,1727102.69355,2185322.29281,16151.57745,1546937.40298,2151619.24581,1819663.36233,1447244.72913,1435880.01091,2249231.57862,1769259.82868,1669737.04175,1461075.04531,1660860.9496,1741901.37279,1407324.36491,1662517.13539,1588937.98126,1636299.2785,1672717.31864,1901124.24829,2027085.61684
303.2328@438.79,3962590.0381,2787304.0341,1955854.53794,1632735.00498,3031550.55517,6788602.56644,4757021.32634,2545990.48328,1857773.24491,5106807.59022,4796168.92438,5378209.19109,2085933.89434,2826250.47473,1998803.30689,2133443.05719,2772309.58627,2312444.03111,1218185.71376,1085145.23285,4790444.84314,3807559.55742,245216.25236,3026641.50473,3484561.0329,4159288.06037,513476.55612,2145915.33943,3235391.38813,2548567.12962
716.9533@513.98,5796.03318,5038.27414,6264.18164,12921.54208,9895.90995,11939.38013,9181.61365,7128.55991,6571.23597,7680.86983,11995.18045,10013.26247,5614.61577,10749.01469,8749.97779,5297.86939,4623.37897,9610.76286,6012.94888,6443.63418,6183.34604,6120.55742,5412.18144,4061.30525,6912.86439,6934.31235,6678.75834,6375.68905,7875.72714,9951.73048
417.2395@420.79,284340.93436,218689.33795,207155.43336,162516.36181,125347.36612,88639.79365,260275.54611,134396.69999,319487.55974,266205.85169,102395.69382,103148.55776,256826.83251,116491.54241,199581.02128,415855.7143,215078.36111,101214.59237,151930.72701,201834.52532,253446.40762,319598.21975,131613.1724,254858.20495,209773.42573,333754.98091,132867.16701,98963.33243,246805.54103,177321.65053
969.8076@507.92,76344.35621,74448.98338,153908.05495,143002.3155,166241.08913,190241.21427,101931.87489,136133.52426,67368.87358,98431.58579,170255.03055,167963.34231,91370.4991,193785.89763,169024.68229,128778.84734,82513.87131,142747.72166,113946.53446,103700.64542,115161.54776,94196.09298,145986.73364,142412.53258,126184.33471,118427.31635,133288.19677,123088.78029,137371.23357,126222.24148
589.5097@479.35,364169.89434,354351.84116,192730.82589,318103.50223,381074.48621,587954.68212,484093.07771,348112.73132,189058.82643,380653.79864,435404.7518,541513.63035,284869.53614,322032.00536,317386.65629,172739.15576,248871.75321,330016.56548,269447.90477,196378.07187,273694.02789,285295.24873,97366.84237,264010.42794,293529.02452,384069.7146,112603.99997,217409.56116,327680.8108,305625.80174
251.1757@303.97,13030.10205,11501.92094,10635.24466,11221.46757,11375.59626,10881.16177,12913.12222,11570.1048,11396.61844,11262.12614,11501.98363,11258.6242,11591.50824,11193.85423,12014.54642,12030.07069,12843.65783,11693.78214,11709.70586,12563.37577,11364.94742,12616.402,11845.14445,12682.503,11667.05929,11905.1417,11239.53106,12542.31476,11258.76826,11243.30442
451.3771@512.22,303956.92131,50333.07994,59439.8375,28299.42416,144582.80424,104378.01733,153123.22901,121880.76799,413323.5899,343462.4665,245146.5808,130023.88045,373693.10624,100723.40784,296085.94231,569641.35802,127748.5348,178449.04398,254365.85784,86283.35897,580497.83038,304223.77083,57343.50397,279714.27215,469692.58517,135175.98392,89157.03559,38063.11157,567004.11372,261737.66353
223.0276@309.75,143074.84882,141558.61146,138275.15068,150838.53785,141940.49287,159205.89459,157168.04761,151742.26234,138996.90684,150669.97554,139311.19599,136135.00086,142405.69913,169020.62831,135786.9947,139706.90205,156295.5062,144265.92642,136928.48671,127961.36355,131238.12478,138113.01452,116709.11352,160897.30272,126470.14957,146011.58441,109546.20363,130199.15397,133702.73265,160701.23122
301.216@446.56,102597.76346,100980.65051,88630.76121,99515.9745,113878.64506,134432.53319,124629.56377,114341.38696,101774.27871,104035.19714,110736.43121,138769.92677,109715.62807,107592.41538,115889.5878,92603.4099,116442.81904,104807.24654,99675.42822,83653.33414,114544.10667,98290.63901,79010.20332,116238.67482,103931.7678,119381.82923,79950.21653,90737.85227,112849.02492,99644.09233
377.2724@498.57,2882232.96713,2949498.3264,3317443.34369,4247207.51148,3730259.9115,4344539.56679,3490950.38903,3175386.25318,2822732.99333,3081748.15797,3875516.55668,3914273.77135,2980174.6821,3950886.06339,3459868.61128,2776620.71314,2661024.43975,3861036.00871,3259221.81945,3175468.99575,2889647.49431,2788161.05922,3161480.50943,2655819.22193,2751634.74143,3155197.50039,3128431.31743,2558609.46778,3319237.18753,3439545.89767
360.2979@517.6,69282.56788,90037.51008,30640.57797,59757.40969,87240.7173,352403.13512,71707.64779,86975.41648,30909.95993,86792.6783,123986.27811,102167.71543,61845.1199,48888.0727,39675.00144,46988.48076,45497.14407,41306.25364,45619.88789,29750.78436,84592.0943,73989.03167,8728.80969,49318.48458,74766.51173,79256.53668,14196.6953,35316.69467,81392.92346,54216.92547
588.5098@479.38,1245295.31575,1196177.51685,664936.85068,1076128.75149,1244034.41261,1873559.27816,1551205.09306,1169655.65425,638197.02359,1248477.43911,1390221.10382,1847856.58206,938206.63505,1099679.942,1068955.88202,578656.01295,852195.48339,1046221.27926,905179.28903,665296.97684,897459.40117,963732.32225,327788.14578,901299.43269,962999.85902,1278339.37011,380908.85363,742362.12639,1079847.60965,1012524.05285
157.1226@505.8,564909.69298,259636.82398,384455.04102,42286.35378,682099.75624,679124.18922,236185.24375,669450.3602,682464.48948,627948.75963,709181.35309,264781.24997,351021.51061,725626.25799,674576.38324,641367.88488,270572.81667,742617.42186,695151.05431,627503.2308,608448.06311,618657.2282,700558.69381,616089.22989,628478.8556,584609.58402,676919.19865,646644.2218,676739.08764,713932.88229
357.1785@488.19,18386.24787,15493.02208,5478.29789,8995.49215,16908.65415,21221.78116,21836.85382,13253.24751,7222.25415,15309.05818,12554.08521,22946.56048,10633.85894,12633.40871,15149.38163,6592.09078,13626.0265,11576.77931,6919.53287,7489.56699,14740.36453,14893.81223,2034.97952,18146.7244,13763.60374,21482.70544,1527.6015,7787.01,11852.53996,10506.44112
592.3602@431.62,24146.35069,11904.34557,17191.93111,29770.18243,10383.63284,16895.72098,21771.32382,14292.66223,32380.717,16367.15968,11047.14909,14008.1748,21019.98587,16550.82846,23974.25916,38347.9436,19008.03628,5048.74462,23499.72047,18215.57469,27471.97938,21793.02791,7818.56175,26928.00354,19167.10245,35842.4019,4409.22423,7771.91023,24457.21608,21598.16373
241.8993@237.84,4963.82715,5416.15199,5843.84798,4756.31464,4225.86908,5094.86109,2690.09212,5454.0956,5319.08936,5316.62873,7833.79174,4780.55129,2610.34892,4905.04228,5051.58578,4856.90521,5121.08818,4602.51013,5495.55715,5273.91201,4807.68774,4432.41777,4292.04126,5531.82415,4890.29002,5302.11303,5090.72787,5247.55511,5107.93718,5188.4229
223.7972@136.92,81523.79137,103934.37372,102165.34768,121404.1082,104518.15301,123688.81293,104954.06229,134102.20761,97028.61443,86958.58665,121456.53739,113175.28912,77774.73,111462.24678,104301.70115,96694.71345,88236.35041,109834.10111,97686.79332,89275.86048,79029.27982,81366.5329,83941.8048,72667.93343,98700.04566,94405.31556,86093.35447,76560.76789,106864.61472,98483.84707
587.505@479.42,2907178.70633,2923562.36487,1636873.66154,2505469.67456,2991311.17491,4487353.82473,3863057.92126,2803147.09188,1560697.50749,2996048.77725,3357510.93285,4266660.19794,2275436.39644,2613013.37817,2604598.70772,1442154.58879,2074957.00744,2525510.695,2165888.7602,1609463.14956,2190128.31643,2329101.35396,836614.42857,2147517.03479,3185081.93479,3061588.58552,956035.02458,1797468.55193,2736050.26782,2392065.5592
357.1952@530.82,20548.08377,23330.78841,13024.9615,23310.80448,22645.53788,36879.16029,33533.73468,16321.7259,10239.40315,21814.73955,28223.49963,34026.25716,12180.80596,23269.23834,18817.01315,4056.6704,13855.62094,24463.84947,13017.44544,8805.04135,14436.34083,16318.5573,4996.78299,14825.31967,16669.865,21735.57362,5542.00982,9586.30691,18759.47776,20150.12286
618.9969@501.91,19704.32393,20846.29507,22403.77703,35919.10213,26161.73327,31434.90239,26170.31745,28100.10613,24206.06305,22543.61231,30423.45663,25842.93692,19783.93454,28938.4858,25405.12104,15432.50165,20155.86766,28356.55377,24703.28206,23138.34838,17714.13364,20505.12741,22604.68186,18054.46222,22375.60382,19595.68528,20207.67498,19593.97324,24803.53752,23942.23488
329.1742@254.2,17276.85762,10767.3002,7764.43468,16569.28362,9296.91552,3919.93826,15596.98613,8275.38205,9219.7751,27498.91573,22345.14265,6301.32011,8322.95214,11646.5453,12257.91671,7402.12943,8287.37984,4693.02992,7911.17699,1562.68253,17321.69944,20344.47618,2300.90173,10231.46046,24084.08446,18913.77897,1815.72838,8444.87198,7828.69225,5656.52399
452.3822@512.98,37210.74666,7269.38144,9296.69368,11727.23508,17926.21904,19358.83025,29568.22125,31242.37909,52824.90055,12525.57139,49589.73891,27364.49935,30860.53877,17265.90899,55497.78934,124039.61927,27443.03027,24579.35283,62567.08627,17264.4555,154351.69925,73474.80908,8084.3447,63816.20291,49494.91509,28033.93112,11358.90296,7389.28389,144224.70002,29298.65384
304.2362@438.81,901881.91476,638932.79037,440980.64714,349730.5394,690320.04476,1512128.95446,1072349.20971,579122.26805,423324.92259,1151626.06799,1091467.41672,1209978.33939,480288.39031,679561.81012,447572.7604,486951.40656,633663.96354,525281.21261,273613.45279,237354.25409,1081833.58673,853979.31012,47711.77822,693679.06841,793021.59024,942522.27612,101307.94701,487284.86368,736661.41476,582637.89529
504.2329@459.77,5487.21206,4664.63013,4935.25596,5578.45816,6855.17493,7238.59491,6548.71355,5664.33292,5937.91333,3744.83057,5649.38473,6070.47316,5607.52281,6212.96729,7068.18893,4945.28143,5160.07775,2824.75172,7492.19782,3734.30182,5358.66922,4625.91709,3010.01988,5361.49729,4998.76342,5563.2043,2686.4426,2900.64744,8488.83363,6953.23065
284.2668@459.59,101903.65433,72223.45214,79203.81563,73463.45676,70600.22103,88433.29904,128091.10912,70487.08492,86584.19172,90346.05405,72363.55763,69182.82497,91246.33643,79595.46347,89729.56964,124466.98531,75126.93496,69846.06868,98709.58686,73928.58867,120670.35398,94796.66505,62957.42218,91886.79945,77411.52193,108316.38885,65763.95129,63786.31941,102505.48587,88840.72334
418.2427@420.79,58872.9991,44718.23199,42728.55091,35484.98808,26167.3409,17298.38871,51771.34378,29347.62417,68632.90075,56583.86925,20887.48595,19714.35485,49258.26163,23839.24523,41528.04982,86581.80372,44739.08689,20124.57391,56752.82893,40260.97528,51901.81839,69616.52146,28374.58008,52728.60264,42163.38049,71112.46212,26223.12754,17741.88961,53476.86986,37675.77062
648.3476@421.06,13242.11544,13023.75958,11250.07209,18045.57273,8469.42287,10509.12528,19027.78238,7959.50584,22486.1647,15569.80934,8817.49935,8388.35872,13898.21559,9484.9929,13101.36859,27767.05158,10970.63907,7487.80917,16895.93314,8737.65004,11645.46111,18325.13716,6406.83149,12601.31716,8689.5011,24531.91769,5643.21124,3148.86507,19227.28198,12768.47196
891.7303@487.99,164046.77887,158661.67904,12746.1599,94625.71165,179233.72554,242307.47448,237693.10654,124691.85692,31107.92949,239137.21432,121183.26186,445140.1625,131379.16422,127045.54239,151070.4514,52306.24872,113017.42352,119194.3057,29826.87763,33885.44263,155287.37247,79306.23207,2377.1851,174288.91214,114497.14648,183618.70237,2138.24472,57485.84233,111768.66959,84227.05214
298.1555@341.52,336877.26535,560231.06009,600754.50351,375299.25873,257223.34902,470697.28364,435509.22351,362886.3313,10536.17036,344400.82904,356828.77854,384394.85832,359930.02028,286205.23806,340118.67608,335182.62091,546882.95297,409112.72749,372449.90202,335349.74112,238267.21862,334874.8059,341819.69829,374506.49107,327571.31299,403647.7277,459936.29552,335312.34225,391493.70549,357587.1966
691.3966@477.03,44362.29577,44336.9475,46783.07103,50956.92718,54937.63014,53132.75863,50568.14607,47063.45327,50161.17101,46559.37896,52564.16477,50679.88159,46479.21353,54840.30746,52649.87513,44903.05875,40655.07442,61203.30905,46068.50449,40082.93858,44007.01904,42368.20781,38215.75617,45348.30824,41465.89205,50632.7203,41732.65403,37888.20451,52436.58162,53912.88495
